,property,value (log),smiles_string
3034,p_exp_CH4,-9.107905397,[*]CC([*])c1ccc(C[Si](C)(C)C)cc1
3035,p_exp_H2,-9.108462542,[*]c1cc(C(=O)OCC)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4)cc3C2=O)c1
3036,p_exp_H2,-9.108462542,[*]c1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C([*])(C)C)cc3C)c2)c(C)c1
3037,p_exp_N2,-9.110698297,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1
3038,d_exp_N2,-7.013228266,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1
3039,d_sim_N2,-7.446116973,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1
3040,s_sim_N2,-1.828384781,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1
3041,s_exp_N2,-2.097470017,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1
3042,p_sim_N2,-9.274905479,[*]c1cc(C)c(OC(=O)Oc2c(C)cc(C([*])(C(F)(F)F)C(F)(F)F)cc2C)c(C)c1
3043,p_exp_O2,-9.110698297,[*]c1ccc2c(c1)C(=O)n1c-2nc2ccc(-c3ccc4c(c3)nc3n4C(=O)c4cc(C([*])(C(F)(F)F)C(F)(F)F)ccc4-3)cc21
3044,p_exp_He,-9.113509275,[*]C(=O)c1ccc(-c2ccc(C(=O)c3ccc(Oc4ccc(S(=O)(=O)c5ccc(Oc6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1
3045,p_exp_CH4,-9.113509275,[*]c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(O)cc21
3046,p_exp_CO2,-9.113509275,[*]c1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7([*])C6CCCCC6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1
3047,p_exp_CO2,-9.113509275,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4C(OC)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(C(OC)(C(F)(F)F)C(F)(F)F)c1
3048,p_exp_CO2,-9.11407366,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(C)c(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)cc1C
3049,p_exp_CO2,-9.11463878,[*]c1ccc2c(c1)C=C1C(=O)C(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)=CC=C12
3050,p_exp_O2,-9.118045029,[*]c1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(-n8c(=O)c9cc%10c(=O)n([*])c(=O)c%10cc9c8=O)cc7)cc6C(F)(F)F)cc5)C(=O)N(c5ccccc5)c5ccccc54)cc3)c(C(F)(F)F)c2)cc1
3051,p_exp_N2,-9.119186408,[*]/C=C(/[*])c1ccc(O[Si](C)(C)C(C)(C)C)cc1
3052,p_exp_CO2,-9.119186408,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1
3053,d_exp_CO2,-7.573488739,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1
3054,d_sim_CO2,-8.110138279,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1
3055,s_sim_CO2,-0.929176125,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1
3056,s_exp_CO2,-1.545697676,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1
3057,p_sim_CO2,-9.039529222,[*]c1ccc(OC(=O)Oc2ccc(C([*])(C)C)cc2)cc1
3058,p_exp_H2,-9.119186408,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3cc(C([*])=O)cc(-c4ccccc4)c3)cc2)cc1
3059,p_exp_CO2,-9.119186408,[*]Oc1ccc(Cc2ccc(Oc3c(F)c(F)c(COC(c4ccc(C(OCc5c(F)c(F)c([*])c(F)c5F)(C(F)(F)F)C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)c(F)c3F)cc2)cc1
3060,p_exp_CH4,-9.119186408,[*]Oc1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(Oc5cc(C)c([*])c(C)c5C)cc4C3=O)c(C)c1C)C2=O
3061,p_exp_He,-9.119758224,[*]CC([*])(C)C(=O)OC
3062,d_exp_He,-5.397940009,[*]CC([*])(C)C(=O)OC
3063,s_exp_He,-3.721818215,[*]CC([*])(C)C(=O)OC
3064,p_exp_O2,-9.119758224,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1
3065,d_exp_O2,-6.896196279,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1
3066,d_sim_O2,-6.320572103,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1
3067,s_sim_O2,-1.835509203,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1
3068,s_exp_O2,-2.223561942,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1
3069,p_sim_O2,-8.156144577,[*]c1ccc(OC(=O)Oc2ccc(C3([*])CC(C)CC(C)(C)C3)cc2)cc1
3070,p_exp_O2,-9.124360063,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1
3071,d_exp_O2,-7.196542884,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1
3072,d_sim_O2,-6.723538196,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1
3073,s_sim_O2,-1.497890987,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1
3074,s_exp_O2,-1.927817182,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1
3075,p_sim_O2,-8.221125528,[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1
3076,p_exp_CH4,-9.124360063,[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C
3077,d_exp_CH4,-6.739928612,[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C
3078,s_exp_CH4,-2.384431412,[*]N=P([*])(OCC(C)(C)C)OC(C)(C)C
3079,p_exp_N2,-9.124938737,[*]C(=C([*])c1ccc([Si](C)(C)CCCCCCCC)cc1)c1ccc(C(C)(C)C)cc1
3080,p_exp_H2,-9.124938737,[*]N=P([*])(Oc1ccccc1)Oc1ccccc1
3081,p_exp_H2,-9.124938737,[*]c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(C(=O)c5ccc(Oc6ccc(C(=O)c7ccc(C8([*])OC(=O)c9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1
3082,p_exp_CO2,-9.124938737,[*]c1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(C(C)(C)c4ccc(OC(=O)c5cccc(C(=O)Oc6ccc(C([*])(C)C)cc6)c5)cc4)cc3)cc2)cc1
3083,p_exp_He,-9.124938737,[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C([*])(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1
3084,p_exp_O2,-9.128427064,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1
3085,d_exp_O2,-7.515700161,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1
3086,d_sim_O2,-6.021363052,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1
3087,s_sim_O2,-1.393619753,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1
3088,s_exp_O2,-1.612726897,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1
3089,p_sim_O2,-7.41453927,[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1
3090,p_exp_O2,-9.130181792,[*]C(=O)Oc1c(Br)cc(C2(c3cc(Br)c(OC(=O)c4cc([*])cc(C(C)(C)C)c4)c(Br)c3)OC(=O)c3ccccc32)cc1Br
3091,p_exp_O2,-9.130181792,[*]OC(=O)c1cc(C(=O)COc2c(Br)cc3c(c2Br)C(=C)OC32c3cc(Br)c([*])c(Br)c32)cc(C(C)(C)C)c1
3092,p_exp_O2,-9.13076828,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc(-c4ccc(C([*])=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1
3093,p_exp_CO2,-9.13076828,[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc6c(c4)C([*])(C)CC6(C)C)C5=O)cc3C2=O)cc1
3094,p_exp_CO2,-9.131355562,[*]c1ccc(C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(C(=O)c7ccc8c(c7)C(C)(C7CCCCC7)CC8([*])C7CCCCC7)cc6)cc5)CCCCC4)cc3)cc2)cc1
3095,p_exp_H2,-9.133122186,[*]c1ccc(OC(=O)c2ccc3c(c2)C(=O)n2c-3nc3ccc(Oc4ccc5c(c4)nc4n5C(=O)c5ccc(C(=O)Oc6ccc(C([*])(C)C)cc6)cc5-4)cc32)cc1
3096,p_exp_O2,-9.133712661,[*]c1ccc(C(=O)Nc2ccc(C(c3ccc(NC(=O)c4ccc5c(c4)C(C)(C)CC5([*])C)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1
3097,p_exp_CO2,-9.134896025,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O
3098,d_exp_CO2,-7.853871964,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O
3099,s_sim_CO2,-0.38680648,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O
3100,s_exp_CO2,-1.28102406,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc1)C2=O
3101,p_exp_N2,-9.13667714,[*]c1cc(C)c(-c2ccc(CN3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(Cc5ccc([*])c(C)c5C)C6=O)C(F)(F)F)cc4C3=O)c(C)c2C)cc1C.CC(F)(F)F
3102,p_exp_O2,-9.13667714,[*]c1cc(C)c(OC(=O)c2ccc(Oc3c(C)cc(C([*])(C)C)cc3C)cc2)c(C)c1
3103,p_exp_N2,-9.13667714,[*]/C=C(/[*])c1ccccc1C(F)(F)F
3104,d_exp_N2,-7,[*]/C=C(/[*])c1ccccc1C(F)(F)F
3105,d_sim_N2,-6.879426069,[*]/C=C(/[*])c1ccccc1C(F)(F)F
3106,s_sim_N2,-1.975805793,[*]/C=C(/[*])c1ccccc1C(F)(F)F
3107,s_exp_N2,-2.13667714,[*]/C=C(/[*])c1ccccc1C(F)(F)F
3108,p_sim_N2,-8.853871964,[*]/C=C(/[*])c1ccccc1C(F)(F)F
3109,p_exp_H2,-9.139661993,[*]OOc1ccc2cc([*])ccc2c1
3110,p_exp_H2,-9.139661993,[*]c1ccc(Oc2ccc3cc(Oc4ccc(S([*])(=O)=O)cc4)ccc3c2)cc1
3111,p_exp_O2,-9.140861703,[*]c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc5c(c4)C(C)(C)CC5([*])C)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1
3112,p_exp_H2,-9.141462802,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])c5ccccc5C(=O)O)cc4)cc3)cc2)cc1
3113,p_exp_N2,-9.142667504,[*]C=CC1CC([*])CC1[Si](C)(C)C
3114,d_exp_N2,-6.522878745,[*]C=CC1CC([*])CC1[Si](C)(C)C
3115,s_exp_N2,-2.619788758,[*]C=CC1CC([*])CC1[Si](C)(C)C
3116,p_exp_O2,-9.142667504,[*]CN1C(=O)c2ccc(C(c3ccc4c(c3)C(=O)N(Cc3ccc(-c5cc(C)c(-c6ccc([*])cc6C)cc5C)c(C)c3)C4=O)C(F)(F)F)cc2C1=O.CC(F)(F)F
3117,p_exp_O2,-9.142667504,[*]CC([*])c1ccc(C)cc1
3118,d_exp_O2,-6.55129368,[*]CC([*])c1ccc(C)cc1
3119,d_sim_O2,-6.244125144,[*]CC([*])c1ccc(C)cc1
3120,s_sim_O2,-2.012533682,[*]CC([*])c1ccc(C)cc1
3121,s_exp_O2,-2.591373752,[*]CC([*])c1ccc(C)cc1
3122,p_sim_O2,-8.256490235,[*]CC([*])c1ccc(C)cc1
3123,p_exp_O2,-9.142667504,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)c3cc(C([*])=O)ccc3-4)cc2)(C(F)(F)F)C(F)(F)F)cc1
3124,p_exp_O2,-9.142667504,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1
3125,d_exp_O2,-7.168130226,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1
3126,d_sim_O2,-7.450996738,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1
3127,s_sim_O2,-1.575937863,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1
3128,s_exp_O2,-1.974537284,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1
3129,p_sim_O2,-9.026872146,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1
3130,p_exp_CO2,-9.142667504,[*]c1ccc(C(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7([*])C6CCCCC6)cc5)cc4)cc3)cc2)cc1
3131,p_exp_CO2,-9.146301788,[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2
3132,d_exp_CO2,-7.467245621,[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2
3133,d_sim_CO2,-6.714442691,[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2
3134,s_sim_CO2,0.094459706,[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2
3135,s_exp_CO2,-1.679056176,[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2
3136,p_sim_CO2,-6.619788758,[*]c1cc(C)c2c(c1)S(=O)(=O)c1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc(C)c1-2
3137,p_exp_O2,-9.148741651,[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C([*])(C)C)cc5)c(=O)c4cc3c2=O)cc1
3138,p_exp_CO2,-9.148741651,[*]c1ccc(Oc2c(F)c(F)c(COC(c3cccc(C(OCc4c(F)c(F)c(Oc5ccc(N6C(=O)CCC67CCC(=O)N7[*])cc5)c(F)c4F)(C(F)(F)F)C(F)(F)F)c3)(C(F)(F)F)C(F)(F)F)c(F)c2F)cc1
3139,p_exp_O2,-9.148741651,[*]c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2
3140,p_exp_CH4,-9.148741651,[*]c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C1c4ccc(N5C(=O)c6ccc(C([*])(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4C3c3cc4ccccc4cc31)C2=O
3141,p_exp_N2,-9.149966742,[*]Cc1cc(C)c(-n2c(=O)c3cc4c(=O)n(-c5c(C)cc([*])cc5C)c(=O)c4cc3c2=O)c(C)c1
3142,p_exp_He,-9.151195299,[*]CC([*])OC(=O)c1ccccc1C
3143,p_exp_O2,-9.151195299,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
3144,d_sim_O2,-7.110698297,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
3145,s_sim_O2,-1.595004411,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
3146,p_sim_O2,-8.705533774,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1
3147,p_exp_CO2,-9.151810883,[*]C(=O)c1ccc(-c2nc3cc(C(c4ccc5oc(-c6ccc([*])cc6)nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)cc1
3148,p_exp_CO2,-9.151810883,[*]c1ccc(C(=O)Nc2cccc(NC(=O)c3ccc4c(c3)C(C)(C)CC4([*])C)c2)cc1
3149,p_exp_He,-9.153044675,[*]c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O
3150,p_exp_CO2,-9.154281982,[*]CC([*])(C)C(=O)OCC
3151,p_exp_O2,-9.154281982,[*]c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(Oc5ccc(C6(c7ccc(Oc8ccc(-c9ccc(N%10C(=O)c%11ccc(Oc%12ccc(C([*])(C)C)cc%12)cc%11C%10=O)cc9)cc8C(F)(F)F)cc7)c7ccccc7-c7ccccc76)cc5)c(C(F)(F)F)c4)cc2)C3=O)cc1
3152,p_exp_O2,-9.15490196,[*]=NP(=NP(=[*])(Oc1ccc(OC)cc1)Oc1ccccc1CC=C)(OCCCOCCOC)Oc1ccc(OC)cc1
3153,p_exp_CO2,-9.15490196,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1
3154,d_exp_CO2,-7.625251654,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1
3155,d_sim_CO2,-7.228412519,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1
3156,s_sim_CO2,-0.713307878,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1
3157,s_exp_CO2,-1.529650306,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1
3158,p_sim_CO2,-7.943095149,[*]c1cc(C)c(Oc2ccc(S(=O)(=O)c3ccc(Oc4c(C)cc(C(C)(C)c5cccc(C([*])(C)C)c5)cc4C)cc3)cc2)c(C)c1
3159,p_exp_O2,-9.15490196,[*]OC(=O)Oc1ccc2c(c1)C1(CC(C)(C)c3ccc([*])cc31)CC2(C)C
3160,p_exp_CO2,-9.15864053,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
3161,d_exp_CO2,-7.744727495,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
3162,s_exp_CO2,-1.41391303,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5C(F)(F)F)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(C(F)(F)F)c1)C2=O
3163,p_exp_He,-9.159893906,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)c(Cl)c3)cc1Cl)C2=O
3164,p_exp_CO2,-9.160521953,[*]Oc1ccc(C(=O)c2ccc(-c3cc(C(C)(C)C)c(-c4ccc(-c5ccc([*])cc5C(C)(C)C)cc4C(C)(C)C)cc3C(C)(C)C)cc2)cc1
3165,p_exp_O2,-9.161150909,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
3166,d_exp_O2,-6.958607315,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
3167,d_sim_O2,-7.537602002,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
3168,s_sim_O2,-1.795201609,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
3169,s_exp_O2,-2.202543613,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
3170,p_sim_O2,-9.332547047,[*]Oc1ccc(C(c2ccc(OC([*])=O)cc2)(C(F)(F)F)C(F)(F)F)cc1
3171,p_exp_O2,-9.161150909,[*]c1cc2c(cc1O)C1(CC2(C)C)CC(C)(C)c2cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(O)cc21
3172,p_exp_H2,-9.161150909,[*]c1ccc(OOc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C([*])(C)C)cc4)cc3)cc2)cc1
3173,p_exp_CO2,-9.161150909,[*]c1ccc([*])n1C
3174,p_exp_H2,-9.162411562,[*]Oc1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4c(c3)nc3n4C(=O)c4cc([*])ccc4-3)cc21
3175,p_exp_O2,-9.164309429,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1
3176,d_exp_O2,-6.903089987,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1
3177,d_sim_O2,-6.473660723,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1
3178,s_sim_O2,-1.83194915,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1
3179,s_exp_O2,-2.261219442,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1
3180,p_sim_O2,-8.305394801,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1ccccc1
3181,p_exp_H2,-9.165579296,[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4C3=O)cc2C)c(C)c1
3182,p_exp_CO2,-9.167491087,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1
3183,d_exp_CO2,-7.473660723,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1
3184,s_sim_CO2,-0.835871054,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1
3185,s_exp_CO2,-1.69383037,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(C([*])(C)C)cc5)cc4)cc3)cc2)cc1
3186,p_exp_H2,-9.167491087,[*]Oc1cccc(Oc2ccc([*])cc2-c2cccc(C)c2)c1C#N
3187,p_exp_CO2,-9.168770306,[*]c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)c(Cl)c3)cc1Cl)C2=O
