,zinc_ids,polymer,reactants,n_polymer_atoms
21847,ZINC000104649758,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccc(Cl)c(Cl)c1,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)c(Cl)c1)N2,34
21848,ZINC000104649764,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccc(Cl)cc1Cl,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2,34
21849,ZINC000104649776,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1cccc(Br)c1,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(Br)c1)N2,33
21850,ZINC000104649781,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccc(Br)cc1,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2,33
21851,ZINC000104649788,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1c(Cl)cccc1Cl,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1c(Cl)cccc1Cl)N2,34
21852,ZINC000104649796,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccc(OC)cc1OC,COc1ccc(C2Nc3ccc(S(=O)(=O)Nc4cc(Cl)ccc4OC)cc3C3C=CCC32)c(OC)c1,36
21853,ZINC000104649802,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1cc(OC)ccc1OC,COc1ccc(OC)c(C2Nc3ccc(S(=O)(=O)Nc4cc(Cl)ccc4OC)cc3C3C=CCC32)c1,36
21854,ZINC000104649809,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccc(OC)c(OC)c1,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(OC)c(OC)c1)N2,36
21855,ZINC000104649814,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1cccc(OC)c1OC,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(OC)c1OC)N2,36
21856,ZINC000104649822,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccc(C(=O)OC)cc1,COC(=O)c1ccc(C2Nc3ccc(S(=O)(=O)Nc4cc(Cl)ccc4OC)cc3C3C=CCC32)cc1,36
21857,ZINC000104649840,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(OC)c(OC)c(OC)c1)N2,38
21858,ZINC000104649849,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Br)ccc1OC)N2,35
21859,ZINC000104649861,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4cc(Cl)ccc4OC)cc3C3C=CCC32)cc1OCC,38
21860,ZINC000104649869,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1cc2c(cc1Br)OCO2,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2,36
21861,ZINC000104649915,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1cccc(Br)c1,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc(Br)c1)N2,33
21862,ZINC000104649923,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1ccc(Br)cc1,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2,33
21863,ZINC000104649949,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(OC)c(OC)c(OC)c1)N2,38
21864,ZINC000104649955,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Br)ccc1OC)N2,35
21865,ZINC000104649965,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4cc(C)ccc4OC)cc3C3C=CCC32)cc1OCC,38
21866,ZINC000104649970,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1cc2c(cc1Br)OCO2,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2,36
21867,ZINC000104650002,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1cccc(Br)c1,O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(Br)c2)N3)cc1,33
21868,ZINC000104650007,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1ccc(Br)cc1,O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(Br)cc2)N3)cc1,33
21869,ZINC000104650037,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1cc(C2Nc3ccc(S(=O)(=O)Nc4ccc(C(=O)O)cc4)cc3C3C=CCC32)cc(OC)c1OC,38
21870,ZINC000104650042,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(Br)cc1C1Nc2ccc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)cc2C2C=CCC21,35
21871,ZINC000104650053,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(C(=O)O)cc4)cc3C3C=CCC32)cc1OCC,38
21872,ZINC000104650059,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1cc2c(cc1Br)OCO2,O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc4c(cc2Br)OCO4)N3)cc1,36
21873,ZINC000104650195,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1ccc(Cl)c(Cl)c1,O=S(=O)(Nc1cccc2ccccc12)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)c(Cl)c1)N2,35
21874,ZINC000104650203,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1ccc(Cl)cc1Cl,O=S(=O)(Nc1cccc2ccccc12)c1ccc2c(c1)C1C=CCC1C(c1ccc(Cl)cc1Cl)N2,35
21875,ZINC000104650216,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1cccc(Br)c1,O=S(=O)(Nc1cccc2ccccc12)c1ccc2c(c1)C1C=CCC1C(c1cccc(Br)c1)N2,34
21876,ZINC000104650221,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1ccc(Br)cc1,O=S(=O)(Nc1cccc2ccccc12)c1ccc2c(c1)C1C=CCC1C(c1ccc(Br)cc1)N2,34
21877,ZINC000104650228,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1c(Cl)cccc1Cl,O=S(=O)(Nc1cccc2ccccc12)c1ccc2c(c1)C1C=CCC1C(c1c(Cl)cccc1Cl)N2,35
21878,ZINC000104650264,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1cc(OC)c(OC)c(OC)c1,COc1cc(C2Nc3ccc(S(=O)(=O)Nc4cccc5ccccc45)cc3C3C=CCC32)cc(OC)c1OC,39
21879,ZINC000104650272,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1cc(Br)ccc1OC,COc1ccc(Br)cc1C1Nc2ccc(S(=O)(=O)Nc3cccc4ccccc34)cc2C2C=CCC21,36
21880,ZINC000104650288,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1ccc(OCC)c(OCC)c1,CCOc1ccc(C2Nc3ccc(S(=O)(=O)Nc4cccc5ccccc45)cc3C3C=CCC32)cc1OCC,39
21881,ZINC000104650296,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1cc2c(cc1Br)OCO2,O=S(=O)(Nc1cccc2ccccc12)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2,37
21882,ZINC000104650366,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(-c4ccccc4)cc3)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,37
21883,ZINC000104650374,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(-c4ccccc4)cc3)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1ccc(-c2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,36
21884,ZINC000104650400,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(Cl)c3Cl)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1cccc(Cl)c1Cl)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,33
21885,ZINC000104650408,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(Cl)c3Cl)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1cccc(Cl)c1Cl)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,32
21886,ZINC000104650411,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3Cl)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1ccc(Cl)cc1Cl)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,33
21887,ZINC000104650416,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)cc3Cl)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1ccc(Cl)cc1Cl)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,32
21888,ZINC000104650423,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3Cl)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1cc(Cl)ccc1Cl)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,33
21889,ZINC000104650428,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3Cl)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1cc(Cl)ccc1Cl)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,32
21890,ZINC000104650434,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)cc(Cl)c3)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1cc(Cl)cc(Cl)c1)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,33
21891,ZINC000104650441,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)cc(Cl)c3)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1cc(Cl)cc(Cl)c1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,32
21892,ZINC000104650460,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3C)ccc2NC1c1ccccc1Br,Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,32
21893,ZINC000104650469,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C)c(Cl)c3)ccc2NC1c1ccccc1Br,Cc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2Br)N3)cc1Cl,32
21894,ZINC000104650478,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(Br)c3)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1cccc(Br)c1)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,32
21895,ZINC000104650485,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(Br)c3)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1cccc(Br)c1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,31
21896,ZINC000104650489,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Br)cc3)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1ccc(Br)cc1)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,32
21897,ZINC000104650498,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Br)cc3)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1ccc(Br)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,31
21898,ZINC000104650506,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1cccc(C(F)(F)F)c1)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,35
21899,ZINC000104650515,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,36
21900,ZINC000104650521,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,35
21901,ZINC000104650532,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OCC)cc3)ccc2NC1c1ccccc1Br,CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2Br)N3)cc1,33
21902,ZINC000104650548,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccccc3OCC)ccc2NC1c1ccccc1Br,CCOc1ccccc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,33
21903,ZINC000104650557,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1c(F)cccc1Cl,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,38
21904,ZINC000104650562,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Oc4ccccc4)cc3)ccc2NC1c1ccccc1Br,O=S(=O)(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,37
21905,ZINC000104650570,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)cc3OC)ccc2NC1c1ccccc1Br,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2Br)N3)c(OC)c1,34
21906,ZINC000104650577,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(OC)ccc3OC)ccc2NC1c1ccccc1Br,COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2Br)N3)c1,34
21907,ZINC000104650586,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1ccccc1Br,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2Br)N3)cc1OC,34
21908,ZINC000104650594,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1c(F)cccc1Cl,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1c(F)cccc1Cl)N2,34
21909,ZINC000104650601,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccccc1Br,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,33
21910,ZINC000104650611,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1ccccc1Br,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1Br)N2,33
21911,ZINC000104650622,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1ccccc1Br,O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2Br)N3)cc1,33
21912,ZINC000104650933,*=CCC1C(C=*)c2cc(-c3nc4ccc(C)cc4s3)ccc2NC1c1ccc(OCc2ccc(Cl)cc2)cc1,Cc1ccc2nc(-c3ccc4c(c3)C3C=CCC3C(c3ccc(OCc5ccc(Cl)cc5)cc3)N4)sc2c1,38
21913,ZINC000104650947,*=CCC1C(C=*)c2cc(-c3nc4ccc(C)cc4s3)ccc2NC1c1ccc(OCc2ccccc2Cl)cc1,Cc1ccc2nc(-c3ccc4c(c3)C3C=CCC3C(c3ccc(OCc5ccccc5Cl)cc3)N4)sc2c1,38
21914,ZINC000105591176,*=CC1C(=C(c2ccccc2)c2ccccc2)C(C=*)C2C(=O)N(c3ccc(N=Nc4ccccc4)cc3)C(=O)C12,O=C1C2C3C=CC(C3=C(c3ccccc3)c3ccccc3)C2C(=O)N1c1ccc(N=Nc2ccccc2)cc1,39
21915,ZINC000111478850,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3C)ccc2NC1c1cccc(OC2CSC2)c1,Cc1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(OC4CSC4)c2)N3)c1,36
21916,ZINC000112254758,*=CC1C(=C(c2ccc(C)cc2)c2ccc(C)cc2)C(C=*)C2C(=O)N(c3ccc(N=Nc4ccccc4)cc3)C(=O)C12,Cc1ccc(C(=C2C3C=CC2C2C(=O)N(c4ccc(N=Nc5ccccc5)cc4)C(=O)C32)c2ccc(C)cc2)cc1,41
21917,ZINC000112255666,*=CC1C(=C(c2ccc(OC)cc2)c2ccc(OC)cc2)C(C=*)C2C(=O)N(c3ccc(N=Nc4ccccc4)cc3)C(=O)C12,COc1ccc(C(=C2C3C=CC2C2C(=O)N(c4ccc(N=Nc5ccccc5)cc4)C(=O)C32)c2ccc(OC)cc2)cc1,43
21918,ZINC000164472969,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)ccc2NC1c1cc2c(cc1Br)OCO2,O=S(=O)(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc2c(c1)C1C=CCC1C(c1cc3c(cc1Br)OCO3)N2,38
21919,ZINC000164796317,*=CCC1C(C=*)c2cc(I)ccc2NC1c1cc(Br)c(OCc2ccc(Cl)cc2Cl)c(OC)c1,COc1cc(C2Nc3ccc(I)cc3C3C=CCC32)cc(Br)c1OCc1ccc(Cl)cc1Cl,33
21920,ZINC000408736025,*=CCC1C(C=*)c2c(Cl)ccc(Cl)c2NC1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,CCOc1cc(C2Nc3c(Cl)ccc(Cl)c3C3C=CCC32)ccc1OCc1ccc(Cl)cc1,33
21921,ZINC000408736045,*=CCC1C(C=*)c2cc(Br)ccc2NC1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,CCOc1cc(C2Nc3ccc(Br)cc3C3C=CCC32)ccc1OCc1ccc(Cl)cc1,32
21922,ZINC000408736053,*=CCC1C(C=*)c2cc(C(=O)OCC)ccc2NC1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,CCOC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(OCc3ccc(Cl)cc3)c(OCC)c1)N2,36
21923,ZINC000408736082,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc(OCc2ccccc2Cl)cc1,Clc1ccccc1COc1ccc(C2Nc3ccc(I)cc3C3C=CCC32)cc1,29
21924,ZINC000408736097,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc(OCc2ccccc2)c(OC)c1,COc1cc(C2Nc3ccc(I)cc3C3C=CCC32)ccc1OCc1ccccc1,30
21925,ZINC000408736118,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc(OCc2cccc3ccccc23)cc1,Ic1ccc2c(c1)C1C=CCC1C(c1ccc(OCc3cccc4ccccc34)cc1)N2,32
21926,ZINC000408736121,*=CCC1C(C=*)c2cccc(C(=O)OCC)c2NC1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,CCOC(=O)c1cccc2c1NC(c1ccc(OCc3ccc(Cl)cc3)c(OCC)c1)C1CC=CC21,36
21927,ZINC000408736186,*=CCC1C(C=*)c2cc(Oc3ccccc3)ccc2NC1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,CCOc1cc(C2Nc3ccc(Oc4ccccc4)cc3C3C=CCC32)ccc1OCc1ccc(Cl)cc1,38
21928,ZINC000408736330,*=CCC1C(C=*)c2cc(Cl)cc(Cl)c2NC1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,CCOc1cc(C2Nc3c(Cl)cc(Cl)cc3C3C=CCC32)ccc1OCc1ccc(Cl)cc1,33
21929,ZINC000408736427,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc(OCc2ccc(Cl)cc2)c(OCC)c1,CCOc1cc(C2Nc3ccc(I)cc3C3C=CCC32)ccc1OCc1ccc(Cl)cc1,32
21930,ZINC000408736461,*=CCC1C(C=*)c2cc(C(=O)OCC)ccc2NC1c1ccc(OCc2cccc(Cl)c2)c(OCC)c1,CCOC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccc(OCc3cccc(Cl)c3)c(OCC)c1)N2,36
21931,ZINC000408736623,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc(OCc2ccc(Cl)cc2)cc1,Clc1ccc(COc2ccc(C3Nc4ccc(I)cc4C4C=CCC43)cc2)cc1,29
21932,ZINC000408736632,*=CCC1C(C=*)c2cc(I)ccc2NC1c1ccc(OCc2ccc3ccccc3c2)cc1,Ic1ccc2c(c1)C1C=CCC1C(c1ccc(OCc3ccc4ccccc4c3)cc1)N2,32
21933,ZINC000408753647,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(C)ccc3OC)ccc2NC1c1ccccc1C(F)(F)F,COc1ccc(C)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1C(F)(F)F)N2,36
21934,ZINC000408756316,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(OC)c(OC)c3)ccc2NC1c1ccccc1C(F)(F)F,COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2C(F)(F)F)N3)cc1OC,37
21935,ZINC000408759609,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cc(Cl)ccc3OC)ccc2NC1c1ccccc1C(F)(F)F,COc1ccc(Cl)cc1NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1C(F)(F)F)N2,36
21936,ZINC000408759982,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3cccc4ccccc34)ccc2NC1c1ccccc1C(F)(F)F,O=S(=O)(Nc1cccc2ccccc12)c1ccc2c(c1)C1C=CCC1C(c1ccccc1C(F)(F)F)N2,37
21937,ZINC000408761521,*=CCC1C(C=*)c2cc(S(=O)(=O)Nc3ccc(C(=O)O)cc3)ccc2NC1c1ccccc1C(F)(F)F,O=C(O)c1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2C(F)(F)F)N3)cc1,36
21938,ZINC000408824876,*=CCC1C(C=*)c2cc(C(=O)OCC)ccc2NC1c1cc(Br)c(OCc2ccccc2)c(OC)c1,CCOC(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Br)c(OCc3ccccc3)c(OC)c1)N2,35
21939,ZINC000408825700,*=CCC1C(C=*)c2c(Cl)ccc(C)c2NC1c1cc(Br)c(OCc2ccc(Cl)c(Cl)c2)c(OC)c1,COc1cc(C2Nc3c(C)ccc(Cl)c3C3C=CCC32)cc(Br)c1OCc1ccc(Cl)c(Cl)c1,34
21940,ZINC000408825828,*=CCC1C(C=*)c2cccc(C(F)(F)F)c2NC1c1cc(Br)c(OCc2ccc(Cl)c(Cl)c2)c(OC)c1,COc1cc(C2Nc3c(cccc3C(F)(F)F)C3C=CCC32)cc(Br)c1OCc1ccc(Cl)c(Cl)c1,36
21941,ZINC000408826554,*=CCC1C(C=*)c2cc(C(C)=O)ccc2NC1c1cc(Br)c(OCc2ccc(Cl)c(Cl)c2)c(OC)c1,COc1cc(C2Nc3ccc(C(C)=O)cc3C3C=CCC32)cc(Br)c1OCc1ccc(Cl)c(Cl)c1,35
21942,ZINC000408826603,*=CCC1C(C=*)c2cc(C(=O)O)cc(Cl)c2NC1c1ccc(OCc2cccc(Cl)c2)c(OCC)c1,CCOc1cc(C2Nc3c(Cl)cc(C(=O)O)cc3C3C=CCC32)ccc1OCc1cccc(Cl)c1,35
21943,ZINC000408826605,*=CCC1C(C=*)c2c(Cl)ccc(OC)c2NC1c1cc(Br)c(OCc2ccc(Cl)c(Cl)c2)c(OC)c1,COc1ccc(Cl)c2c1NC(c1cc(Br)c(OCc3ccc(Cl)c(Cl)c3)c(OC)c1)C1CC=CC21,35
21944,ZINC000408827375,*=CCC1C(C=*)c2cccc(F)c2NC1c1cc(Br)c(OCc2ccc(Cl)cc2)c(OC)c1,COc1cc(C2Nc3c(F)cccc3C3C=CCC32)cc(Br)c1OCc1ccc(Cl)cc1,32
21945,ZINC000408827456,*=CCC1C(C=*)c2cc(C(C)=O)ccc2NC1c1cc(Br)c(OCc2ccc(Cl)cc2Cl)c(OC)c1,COc1cc(C2Nc3ccc(C(C)=O)cc3C3C=CCC32)cc(Br)c1OCc1ccc(Cl)cc1Cl,35
