,Index,Polymer Canonical SMILES,Solvent Canonical SMILES,Temperature,Weight Fraction of Solvent,Experimental Selector,Simulated Selector,Target Diffusivity Value(log10),source
512,512,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,C1CCCCC1,298,0.023040237,1,0,-8.2848326,ncomm(2023)
513,513,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,C1CCCCC1,298,0.030522748,1,0,-8.2441251,ncomm(2023)
514,514,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,C1CCCCC1,298,0.047992789,1,0,-8.1877553,ncomm(2023)
515,515,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,C1CCCCC1,298,0.07073616,1,0,-8.1266794,ncomm(2023)
516,516,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(=O)CC(C)C,308,0.006130398,1,0,-7.0835461,ncomm(2023)
517,517,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(=O)CC(C)C,308,0.008428959,1,0,-7.0052431,ncomm(2023)
518,518,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(=O)CC(C)C,308,0.013592704,1,0,-6.8124793,ncomm(2023)
519,519,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(=O)CC(C)C,308,0.018111849,1,0,-6.7033348,ncomm(2023)
520,520,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(=O)CC(C)C,308,0.030913046,1,0,-6.4710833,ncomm(2023)
521,521,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)=O,308,0.006164171,1,0,-6.4179366,ncomm(2023)
522,522,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)=O,308,0.007625556,1,0,-6.3716111,ncomm(2023)
523,523,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)=O,308,0.008575879,1,0,-6.3089185,npj(2025)
524,524,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)=O,308,0.010215993,1,0,-6.2757241,ncomm(2023)
525,525,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)=O,308,0.0151044,1,0,-6.2160964,ncomm(2023)
526,526,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)O,308,0.0009589,1,0,-6.9746941,ncomm(2023)
527,527,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)O,308,0.001248443,1,0,-6.9430951,ncomm(2023)
528,528,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)O,308,0.001905748,1,0,-6.7825161,ncomm(2023)
529,529,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)O,308,0.003287249,1,0,-6.7544873,ncomm(2023)
530,530,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CC(C)O,308,0.004293698,1,0,-6.6819367,ncomm(2023)
531,531,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)=O,308,0.009518829,1,0,-6.6126102,ncomm(2023)
532,532,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)=O,308,0.01179233,1,0,-6.5003129,ncomm(2023)
533,533,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)=O,308,0.01444848,1,0,-6.3757179,ncomm(2023)
534,534,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)=O,308,0.020221734,1,0,-6.2572749,ncomm(2023)
535,535,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)=O,308,0.024824064,1,0,-6.1837587,ncomm(2023)
536,536,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)O,308,0.001611473,1,0,-7.1012748,ncomm(2023)
537,537,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)O,308,0.002117593,1,0,-7.0123337,ncomm(2023)
538,538,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)O,308,0.002548505,1,0,-6.9871628,ncomm(2023)
539,539,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)O,308,0.003374857,1,0,-6.8728952,ncomm(2023)
540,540,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)O,308,0.004517253,1,0,-6.8356471,ncomm(2023)
541,541,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCC(C)O,308,0.006324905,1,0,-6.747147,ncomm(2023)
542,542,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCCCCC,298,0.0095586,1,0,-8.1023729,ncomm(2023)
543,543,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCCCCC,298,0.012663452,1,0,-8.0772745,npj(2025)
544,544,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCCCCC,298,0.019332891,1,0,-8.0245682,ncomm(2023)
545,545,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCCCCC,298,0.030200925,1,0,-7.9746941,ncomm(2023)
546,546,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCO,308,0.000925563,1,0,-6.5883803,ncomm(2023)
547,547,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCO,308,0.001252878,1,0,-6.4621809,ncomm(2023)
548,548,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCO,308,0.001981916,1,0,-6.4168012,ncomm(2023)
549,549,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCO,308,0.003504051,1,0,-6.326058,ncomm(2023)
550,550,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CCO,308,0.005151101,1,0,-6.2790143,ncomm(2023)
551,551,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.001443598,1,0,-7.0731433,ncomm(2023)
552,552,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.00178731,1,0,-7.0433514,ncomm(2023)
553,553,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,308,0.002191756,1,0,-6.3242217,ncomm(2023)
554,554,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.002240583,1,0,-7,ncomm(2023)
555,555,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.002749558,1,0,-6.9665762,ncomm(2023)
556,556,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,308,0.003185593,1,0,-6.2448877,ncomm(2023)
557,557,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.003203711,1,0,-6.928118,ncomm(2023)
558,558,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.003710508,1,0,-6.8894103,ncomm(2023)
559,559,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,308,0.003983,1,0,-6.2153827,ncomm(2023)
560,560,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.004605155,1,0,-6.8416375,ncomm(2023)
561,561,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,308,0.005439313,1,0,-6.1580152,ncomm(2023)
562,562,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,CO,298,0.006870139,1,0,-6.7351822,ncomm(2023)
563,563,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccc(C)cc1,308,0.005194293,1,0,-7.186419,ncomm(2023)
564,564,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccc(C)cc1,308,0.017475882,1,0,-7.0118872,ncomm(2023)
565,565,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccc(C)cc1,308,0.021431315,1,0,-6.9430951,ncomm(2023)
566,566,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccc(C)cc1,308,0.031842999,1,0,-6.8728952,ncomm(2023)
567,567,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccccc1,308,0.005460001,1,0,-6.8632794,ncomm(2023)
568,568,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccccc1,308,0.008899926,1,0,-6.7212464,ncomm(2023)
569,569,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccccc1,308,0.021865342,1,0,-6.607303,ncomm(2023)
570,570,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccccc1,308,0.029748412,1,0,-6.5883803,ncomm(2023)
571,571,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,Cc1ccccc1,308,0.055958701,1,0,-6.5287083,ncomm(2023)
572,572,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,308,0.00849916,1,0,-6.5406075,ncomm(2023)
573,573,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,308,0.014391218,1,0,-6.49485,ncomm(2023)
574,574,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,298,0.015334175,1,0,-8.543634,ncomm(2023)
575,575,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,308,0.021844561,1,0,-6.4749552,ncomm(2023)
576,576,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,298,0.023057541,1,0,-8.4736607,ncomm(2023)
577,577,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,298,0.03319689,1,0,-8.4078232,ncomm(2023)
578,578,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,308,0.039094689,1,0,-6.4134127,ncomm(2023)
579,579,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,308,0.052308823,1,0,-6.3400838,ncomm(2023)
580,580,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,298,0.055810486,1,0,-8.3071531,ncomm(2023)
581,581,[*]N=P([*])(OCC(F)(F)F)OCC(F)(F)F,c1ccccc1,298,0.089400174,1,0,-8.2168113,ncomm(2023)
582,582,[*]CCC(F)(Cl)C([*])(F)F,Cc1ccccc1,298,0.223053839,1,0,-10.688246,ncomm(2023)
583,583,[*]CCC(F)(Cl)C([*])(F)F,Clc1ccccc1,298,0.071532214,1,0,-10.756962,ncomm(2023)
584,584,[*]CCC(F)(Cl)C([*])(F)F,c1ccccc1,298,0.175744531,1,0,-10.546682,ncomm(2023)
585,585,[*]CC([*])(F)F,Cc1ccccc1,298,0.158324498,1,0,-10.896196,ncomm(2023)
586,586,[*]CC([*])(F)F,Clc1ccccc1,298,0.049031325,1,0,-11.158641,ncomm(2023)
587,587,[*]CC([*])(F)F,c1ccccc1,298,0.125497075,1,0,-10.732828,ncomm(2023)
588,588,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,CC(C)=O,298,0.136576976,1,0,-10.468521,ncomm(2023)
589,589,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,CCCCCCC,308,0.081273628,1,0,-11.560667,ncomm(2023)
590,590,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,Cc1ccccc1,308,0.177502075,1,0,-12.086186,ncomm(2023)
591,591,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,ClC(Cl)Cl,308,0.455713881,1,0,-11.006564,ncomm(2023)
592,592,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,ClCCl,308,0.189160949,1,0,-10.60206,ncomm(2023)
593,593,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1,c1ccccc1,308,0.199926795,1,0,-12.455932,ncomm(2023)
594,594,[*]CCCCCC(=O)O[*],CC(=O)OC(C)C,298,0.37300183,1,0,-5.6216021,ncomm(2023)
595,595,[*]CCCCCC(=O)O[*],CCCCO,298,0.100686265,1,0,-5.89279,ncomm(2023)
596,596,[*]CCCCCC(=O)O[*],CCCCOC(C)=O,298,0.411597847,1,0,-5.7399286,ncomm(2023)
597,597,[*]CCCCCC(=O)O[*],CCO,298,0.084856454,1,0,-5.7447275,npj(2025)
598,598,[*]CCCCCC(=O)O[*],CCOC(C)=O,298,0.394764714,1,0,-5.377786,ncomm(2023)
599,599,[*]CCCCCC(=O)O[*],CO,298,0.083121909,1,0,-5.3767507,ncomm(2023)
600,600,[*]Nc1ccc(NC(=O)Nc2ccc(NOCc3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(CO[*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,CC(C)O,298,0.153319449,1,0,-6.229148,ncomm(2023)
601,601,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],C1CCCCC1,298,0.261056042,1,0,-6.2307014,ncomm(2023)
602,602,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CC#N,298,0.332964048,1,0,-5.8197834,ncomm(2023)
603,603,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CC(=O)OCCC(C)C,298,0.368311613,1,0,-7.09691,ncomm(2023)
604,604,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CCCCCC,298,0.150336032,1,0,-5.6394999,ncomm(2023)
605,605,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CCCCOC(C)=O,298,0.496225273,1,0,-6.9430951,ncomm(2023)
606,606,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CCCOC(C)=O,298,0.568512043,1,0,-6.7986029,ncomm(2023)
607,607,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CCO,298,0.487059821,1,0,-6.7668332,ncomm(2023)
608,608,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CCOC(=O)CC(C)=O,298,0.474036751,1,0,-7.30103,ncomm(2023)
609,609,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CCOC(C)=O,298,0.579976151,1,0,-6.5767541,ncomm(2023)
610,610,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],CO,298,0.500099999,1,0,-6.2789813,ncomm(2023)
611,611,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],COC(=O)CC(C)=O,298,0.491558268,1,0,-7.3098039,ncomm(2023)
612,612,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],COC(=O)c1ccccc1O,298,0.650882461,1,0,-7.4436975,npj(2025)
613,613,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],COC(C)=O,298,0.579085224,1,0,-6.4710833,ncomm(2023)
614,614,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],Cc1cc(C)cc(C)c1,298,0.41116079,1,0,-6.3147942,ncomm(2023)
615,615,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],Cc1cccc(C)c1,298,0.52838957,1,0,-6.1449589,ncomm(2023)
616,616,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],Cc1ccccc1,298,0.560125479,1,0,-5.9919328,ncomm(2023)
617,617,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],Clc1ccccc1,298,0.656817471,1,0,-5.9277556,ncomm(2023)
618,618,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],O=C1CCCCC1,298,0.173793294,1,0,-6.0925886,ncomm(2023)
619,619,[*]CCOCCOC(=O)NCCCCCCNC(=O)O[*],c1ccccc1,298,0.595842967,1,0,-5.8889148,ncomm(2023)
620,620,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,C1CCOC1,298,0.05386753,1,0,-14.616185,npj(2025)
621,621,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(=O)C(C)C,308,0.00196508,1,0,-14.068034,ncomm(2023)
622,622,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(=O)C(C)C,308,0.0030485,1,0,-14.062482,ncomm(2023)
623,623,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(=O)C(C)C,308,0.006579729,1,0,-13.856985,ncomm(2023)
624,624,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(=O)C(C)C,308,0.008405686,1,0,-13.627088,ncomm(2023)
625,625,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(=O)C(C)C,308,0.052419966,1,0,-14.387216,ncomm(2023)
626,626,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(=O)CC(C)=O,313,0.159792027,1,0,-14.065502,ncomm(2023)
627,627,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.007099091,1,0,-11.79588,ncomm(2023)
628,628,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.007140586,1,0,-11.962574,ncomm(2023)
629,629,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.009008442,1,0,-11.677781,ncomm(2023)
630,630,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.01051604,1,0,-11.737549,ncomm(2023)
631,631,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.01077681,1,0,-11.552842,ncomm(2023)
632,632,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.013017711,1,0,-10.886057,ncomm(2023)
633,633,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.014039482,1,0,-11.653647,ncomm(2023)
634,634,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.014936127,1,0,-11.119186,ncomm(2023)
635,635,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.017610876,1,0,-10.769551,ncomm(2023)
636,636,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.017922141,1,0,-11.348722,ncomm(2023)
637,637,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.0203001,1,0,-11.334419,ncomm(2023)
638,638,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.020827807,1,0,-10.619789,ncomm(2023)
639,639,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.023911977,1,0,-10.552842,ncomm(2023)
640,640,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.025437046,1,0,-10.882729,ncomm(2023)
641,641,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)=O,308,0.145972467,1,0,-11.984903,ncomm(2023)
642,642,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.001225731,1,0,-13.394695,ncomm(2023)
643,643,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.001506532,1,0,-13.383,ncomm(2023)
644,644,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.001565601,1,0,-13.394695,ncomm(2023)
645,645,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.001660353,1,0,-12.917215,ncomm(2023)
646,646,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.001857131,1,0,-13.110698,ncomm(2023)
647,647,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.001948679,1,0,-13.130182,ncomm(2023)
648,648,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.002008821,1,0,-12.886057,ncomm(2023)
649,649,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.003021151,1,0,-12.679854,ncomm(2023)
650,650,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.003092915,1,0,-12.703335,ncomm(2023)
651,651,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.003184021,1,0,-13.468521,ncomm(2023)
652,652,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.003353507,1,0,-13.463442,ncomm(2023)
653,653,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.003971773,1,0,-12.866461,ncomm(2023)
654,654,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.004128579,1,0,-12.829738,ncomm(2023)
655,655,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.005105592,1,0,-12.970616,ncomm(2023)
656,656,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.005236562,1,0,-12.995679,ncomm(2023)
657,657,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.00781635,1,0,-12.248721,ncomm(2023)
658,658,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.008725964,1,0,-12.841638,ncomm(2023)
659,659,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.010462788,1,0,-12.850781,ncomm(2023)
660,660,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.012851289,1,0,-12.183759,ncomm(2023)
661,661,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.015393535,1,0,-12.188425,ncomm(2023)
662,662,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.017711893,1,0,-12.227678,ncomm(2023)
663,663,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(C)O,308,0.018097566,1,0,-11.536107,ncomm(2023)
664,664,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC(Cl)(Cl)Cl,313,0.065133762,1,0,-16.508638,ncomm(2023)
665,665,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CC=O,313,0.064987006,1,0,-10.721246,ncomm(2023)
666,666,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(=O)C(C)=O,313,0.165512138,1,0,-13.113509,ncomm(2023)
667,667,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(C)=O,308,0.004484514,1,0,-12.333482,ncomm(2023)
668,668,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(C)=O,308,0.004543355,1,0,-12.632644,ncomm(2023)
669,669,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(C)=O,308,0.004632306,1,0,-12.55752,ncomm(2023)
670,670,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(C)=O,308,0.00579324,1,0,-12.371611,ncomm(2023)
671,671,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(C)=O,308,0.012382239,1,0,-12.127261,ncomm(2023)
672,672,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(C)=O,308,0.017490637,1,0,-11.954677,ncomm(2023)
673,673,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCC(C)=O,308,0.099764827,1,0,-12.958607,ncomm(2023)
674,674,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC,308,0.001147487,1,0,-12.284833,ncomm(2023)
675,675,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC,308,0.001258882,1,0,-11.935542,ncomm(2023)
676,676,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC,308,0.001570926,1,0,-12.156145,ncomm(2023)
677,677,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC,308,0.002106501,1,0,-11.869666,ncomm(2023)
678,678,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC,308,0.003387399,1,0,-11.721246,ncomm(2023)
679,679,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC,308,0.004527013,1,0,-11.809668,ncomm(2023)
680,680,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC(C)=O,308,0.00260299,1,0,-13.117475,ncomm(2023)
681,681,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC(C)=O,308,0.004032678,1,0,-13.235077,ncomm(2023)
682,682,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC(C)=O,308,0.004302479,1,0,-12.954677,ncomm(2023)
683,683,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC(C)=O,308,0.00472196,1,0,-13.014574,ncomm(2023)
684,684,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC(C)=O,308,0.006750314,1,0,-12.798603,ncomm(2023)
685,685,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC(C)=O,308,0.010286508,1,0,-12.730487,ncomm(2023)
686,686,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCC(C)=O,308,0.089229315,1,0,-13.408935,ncomm(2023)
687,687,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCC,308,0.001039691,1,0,-13.279014,ncomm(2023)
688,688,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCC,308,0.001277586,1,0,-13.28735,ncomm(2023)
689,689,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCC,308,0.002340683,1,0,-12.767004,ncomm(2023)
690,690,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCC,308,0.004624719,1,0,-12.255707,ncomm(2023)
691,691,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCC,308,0.005919616,1,0,-12.754487,ncomm(2023)
692,692,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCC,308,0.00677252,1,0,-12.301899,ncomm(2023)
693,693,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCC,308,0.031032533,1,0,-13.29243,ncomm(2023)
694,694,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCCCCCC,313,0.033841225,1,0,-16.146215,ncomm(2023)
695,695,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCCCCCCCl,313,0.052856257,1,0,-15.69897,ncomm(2023)
696,696,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.001812735,1,0,-12.752027,ncomm(2023)
697,697,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.001924013,1,0,-12.730487,ncomm(2023)
698,698,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.002349301,1,0,-12.716699,ncomm(2023)
699,699,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.002379563,1,0,-12.718967,ncomm(2023)
700,700,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.002816936,1,0,-12.565431,ncomm(2023)
701,701,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.00297922,1,0,-12.580044,ncomm(2023)
702,702,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.00306534,1,0,-12.364516,ncomm(2023)
703,703,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.003108398,1,0,-12.339135,ncomm(2023)
704,704,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.003869236,1,0,-12.215383,ncomm(2023)
705,705,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.003902168,1,0,-12.219683,ncomm(2023)
706,706,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.004583796,1,0,-12.219683,ncomm(2023)
707,707,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.004942287,1,0,-12.482804,ncomm(2023)
708,708,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.00531784,1,0,-12.261219,ncomm(2023)
709,709,[*]CCOC(=O)c1ccc(C(=O)O[*])cc1,CCCO,308,0.007175632,1,0,-12.20621,ncomm(2023)
