SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV
498,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCCO,0.41187,-9.677780705,0.806,74.123,1.963617947
499,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCCO,0.54508,-9.462180905,0.806,74.123,1.963617947
500,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCCO,0.69185,-9.202040356,0.806,74.123,1.963617947
501,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCO,0.02719,-10.11577123,0.802,60.096,1.874671198
502,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCO,0.08982,-9.490797478,0.802,60.096,1.874671198
503,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCO,0.16414,-10.20134935,0.802,60.096,1.874671198
504,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCO,0.20854,-9.576754126,0.802,60.096,1.874671198
505,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CCCO,0.27118,-9.661543506,0.802,60.096,1.874671198
506,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CO,0.04117,-8.536107011,0.787,32.042,1.609744884
507,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CO,0.10816,-7.844663963,0.787,32.042,1.609744884
508,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CO,0.22809,-7.536107011,0.787,32.042,1.609744884
509,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CO,0.33678,-7.301899454,0.787,32.042,1.609744884
510,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CO,0.41688,-7.208309351,0.787,32.042,1.609744884
511,FC(F)(F)C(c1cccc(c2cccc(C(c3cccc(-c4nc5cc(C(c6ccc7oc(c8cccc(C(c9cccc(-c%10nc%11cc(C(c%12ccc%13oc(c%14ccc(Oc%15ccc(Oc%16ccc(-c%17nc%18cc(C(c%19ccc%20nc([*])oc%20c%19)(C(F)(F)F)C(F)(F)F)ccc%18o%17)cc%16)c%16c%15C%15c%17ccccc%17C%16c%16ccccc%16%15)cc%14)nc%13c%12)(C(F)(F)F)C(F)(F)F)ccc%11o%10)c9)(C(F)(F)F)C(F)(F)F)c8)nc7c6)(C(F)(F)F)C(F)(F)F)ccc5o4)c3)(C(F)(F)F)C(F)(F)F)c2)c1)(c1cccc(-c2nc3cc(C(c4ccc5oc([*])nc5c4)(C(F)(F)F)C(F)(F)F)ccc3o2)c1)C(F)(F)F,CO,0.50261,-7.095825632,0.787,32.042,1.609744884
512,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,C1CCCCC1,0.30514,-8.284832642,0.773,84.162,2.036936553
513,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,C1CCCCC1,0.40773,-8.244125144,0.773,84.162,2.036936553
514,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,C1CCCCC1,0.61194,-8.187755303,0.773,84.162,2.036936553
515,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,C1CCCCC1,0.8281,-8.126679398,0.773,84.162,2.036936553
516,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.10546,-7.083546051,0.796,100.161,2.099785584
517,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.18375,-7.005243055,0.796,100.161,2.099785584
518,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.33117,-6.812479279,0.796,100.161,2.099785584
519,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.4438,-6.70333481,0.796,100.161,2.099785584
520,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(=O)CC(C)C,0.71896,-6.4710833,0.796,100.161,2.099785584
521,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.06105,-6.417936637,0.784,58.08,1.869710545
522,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.10226,-6.37161107,0.784,58.08,1.869710545
523,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.12698,-6.308918508,0.784,58.08,1.869710545
524,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.16681,-6.27572413,0.784,58.08,1.869710545
525,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)=O,0.2712,-6.216096421,0.784,58.08,1.869710545
526,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.06087,-6.974694135,0.783,60.096,1.885083804
527,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.11764,-6.943095149,0.783,60.096,1.885083804
528,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.22843,-6.782516056,0.783,60.096,1.885083804
529,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.41889,-6.754487332,0.783,60.096,1.885083804
530,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CC(C)O,0.53152,-6.681936665,0.783,60.096,1.885083804
531,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.16361,-6.612610174,0.799,72.107,1.955430648
532,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.21488,-6.500312917,0.799,72.107,1.955430648
533,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.26982,-6.375717904,0.799,72.107,1.955430648
534,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.37741,-6.257274869,0.799,72.107,1.955430648
535,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)=O,0.45525,-6.1837587,0.799,72.107,1.955430648
536,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.10573,-7.101274818,0.802,74.123,1.96577862
537,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.17395,-7.012333735,0.802,74.123,1.96577862
538,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.2266,-6.987162775,0.802,74.123,1.96577862
539,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.31771,-6.872895202,0.802,74.123,1.96577862
540,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.42713,-6.835647144,0.802,74.123,1.96577862
541,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCC(C)O,0.56998,-6.747146969,0.802,74.123,1.96577862
542,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCCCCC,0.3515,-8.102372909,0.656,86.178,2.118492571
543,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCCCCC,0.44755,-8.077274542,0.656,86.178,2.118492571
544,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCCCCC,0.63221,-8.024568191,0.656,86.178,2.118492571
545,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCCCCC,0.88059,-7.974694135,0.656,86.178,2.118492571
546,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.07414,-6.588380294,0.787,46.069,1.767434053
547,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.13229,-6.462180905,0.787,46.069,1.767434053
548,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.24354,-6.416801226,0.787,46.069,1.767434053
549,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.43721,-6.326058001,0.787,46.069,1.767434053
550,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CCO,0.60111,-6.279014256,0.787,46.069,1.767434053
551,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.21134,-7.073143291,0.787,32.042,1.609744884
552,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.26886,-7.043351421,0.787,32.042,1.609744884
553,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.33282,-6.324221658,0.787,32.042,1.609744884
554,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.34029,-7,0.787,32.042,1.609744884
555,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.41487,-6.966576245,0.787,32.042,1.609744884
556,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.47383,-6.244887734,0.787,32.042,1.609744884
557,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.47618,-6.928117993,0.787,32.042,1.609744884
558,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.53876,-6.88941029,0.787,32.042,1.609744884
559,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.56998,-6.215382707,0.787,32.042,1.609744884
560,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.63547,-6.841637508,0.787,32.042,1.609744884
561,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.71236,-6.158015195,0.787,32.042,1.609744884
562,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,CO,0.82193,-6.735182177,0.787,32.042,1.609744884
563,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.28167,-7.186419011,0.858,106.168,2.092506348
564,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.56585,-7.01188716,0.858,106.168,2.092506348
565,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.6263,-6.943095149,0.858,106.168,2.092506348
566,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccc(C)cc1,0.76652,-6.872895202,0.858,106.168,2.092506348
567,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.10468,-6.863279433,0.865,92.141,2.027436814
568,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.18694,-6.721246399,0.865,92.141,2.027436814
569,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.4007,-6.607303047,0.865,92.141,2.027436814
570,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.50415,-6.588380294,0.865,92.141,2.027436814
571,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,Cc1ccccc1,0.77836,-6.528708289,0.865,92.141,2.027436814
572,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.10468,-6.540607512,0.873,78.114,1.951714634
573,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.20501,-6.494850022,0.873,78.114,1.951714634
574,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.21901,-8.543633967,0.873,78.114,1.951714634
575,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.30722,-6.474955193,0.873,78.114,1.951714634
576,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.32239,-8.473660723,0.873,78.114,1.951714634
577,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.43787,-8.407823243,0.873,78.114,1.951714634
578,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.4973,-6.413412695,0.873,78.114,1.951714634
579,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.61446,-6.3400838,0.873,78.114,1.951714634
580,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.64245,-8.307153081,0.873,78.114,1.951714634
581,FC(F)(F)COP([*])(=N[*])OCC(F)(F)F,c1ccccc1,0.86721,-8.216811309,0.873,78.114,1.951714634
582,FC(F)([*])C(F)(Cl)CC[*],Cc1ccccc1,1,-10.68824614,0.865,92.141,2.027436814
583,FC(F)([*])C(F)(Cl)CC[*],Clc1ccccc1,1,-10.75696195,1.101,112.559,2.009592907
584,FC(F)([*])C(F)(Cl)CC[*],c1ccccc1,1,-10.54668166,0.873,78.114,1.951714634
585,FC(F)([*])C[*],Cc1ccccc1,1,-10.89619628,0.865,92.141,2.027436814
586,FC(F)([*])C[*],Clc1ccccc1,1,-11.15864053,1.101,112.559,2.009592907
587,FC(F)([*])C[*],c1ccccc1,1,-10.73282827,0.873,78.114,1.951714634
588,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,CC(C)=O,1,-10.46852108,0.784,58.08,1.869710545
589,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,CCCCCCC,1,-11.56066731,0.682,100.205,2.167105018
590,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,Cc1ccccc1,1,-12.08618615,0.865,92.141,2.027436814
591,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,ClC(Cl)Cl,1,-11.00656377,1.48,119.378,1.906662583
592,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,ClCCl,0.34,-10.60205999,1.318,84.933,1.809161054
593,O=C(C1=CC=C([*])C=C1)C1=CC=C(OC2=CC=C(O[*])C=C2)C=C1,c1ccccc1,1,-12.45593196,0.873,78.114,1.951714634
594,O=C(CCCCC[*])O[*],CC(=O)OC(C)C,1,-5.621602099,0.871,102.133,2.069147934
595,O=C(CCCCC[*])O[*],CCCCO,1,-5.89279003,0.806,74.123,1.963617947
596,O=C(CCCCC[*])O[*],CCCCOC(C)=O,1,-5.739928612,0.876,116.16,2.122552497
597,O=C(CCCCC[*])O[*],CCO,1,-5.744727495,0.787,46.069,1.767434053
598,O=C(CCCCC[*])O[*],CCOC(C)=O,1,-5.377785977,0.894,88.106,1.993667966
599,O=C(CCCCC[*])O[*],CO,1,-5.37675071,0.787,32.042,1.609744884
600,O=C(NC1=CC=C(N[*])C=C1)NC1=CC=C(NOCC2=CC=C3C(=O)N(C4=CC=C(CC5=CC=C(N6C(=O)C7=CC=C(CO[*])C=C7C6=O)C=C5)C=C4)C(=O)C3=C2)C=C1,CC(C)O,1,-6.229147988,0.783,60.096,1.885083804
601,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],C1CCCCC1,1,-6.230701446,0.773,84.162,2.036936553
602,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CC#N,1,-5.819783414,0.782,41.053,1.720138146
603,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CC(=O)OCCC(C)C,1,-7.096910013,0.876,130.187,2.172063513
604,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCCCCC,1,-5.639499891,0.656,86.178,2.118492571
605,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCCCOC(C)=O,1,-6.943095149,0.876,116.16,2.122552497
606,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCCOC(C)=O,1,-6.798602876,0.883,102.133,2.063205385
607,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCO,1,-6.766833156,0.787,46.069,1.767434053
608,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCOC(=O)CC(C)=O,1,-7.301029996,1.021,130.143,2.105395072
609,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CCOC(C)=O,1,-6.576754126,0.894,88.106,1.993667966
610,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],CO,1,-6.278981295,0.787,32.042,1.609744884
611,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],COC(=O)CC(C)=O,1,-7.30980392,1.072,116.116,2.034697281
612,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],COC(=O)c1ccccc1O,1,-7.443697499,1.175,152.149,2.112231236
613,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],COC(C)=O,1,-6.4710833,0.927,74.079,1.902615377
614,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Cc1cc(C)cc(C)c1,1,-6.314794189,0.861,120.195,2.14488325
615,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Cc1cccc(C)c1,1,-6.144958929,0.861,106.168,2.090990485
616,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Cc1ccccc1,1,-5.991932827,0.865,92.141,2.027436814
617,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],Clc1ccccc1,1,-5.927755581,1.101,112.559,2.009592907
618,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],O=C1CCCCC1,1,-6.092588639,0.942,98.145,2.017817277
619,O=C(NCCCCCCNC(=O)OCCOCC[*])O[*],c1ccccc1,1,-5.888914794,0.873,78.114,1.951714634
620,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,C1CCOC1,1,-14.05551733,0.88,72.107,1.913494755
621,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(=O)C(C)C,0.022954829,-14.06803389,0.805,86.134,2.029378736
622,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(=O)C(C)C,0.079693425,-14.06248211,0.805,86.134,2.029378736
623,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(=O)C(C)C,0.193761813,-13.8569852,0.805,86.134,2.029378736
624,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(=O)C(C)C,0.237330781,-13.627088,0.805,86.134,2.029378736
625,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(=O)C(C)C,1,-14.38721614,0.805,86.134,2.029378736
626,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(=O)CC(C)=O,1,-14.06550155,0.98,100.117,2.009281752
627,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CC(C)=O,0,-11.79588002,0.784,58.08,1.869710545
