SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV
1939,[*]O[Si]([*])(C)C  ,COC(C)(C)C,0.752647432,-6.187086643,0.735,88.15,2.078934978
1940,[*]O[Si]([*])(C)C  ,COC(C)=O,0.401951778,-5.628932138,0.927,74.079,1.902615377
1941,[*]O[Si]([*])(C)C  ,COC(C)=O,0.560901202,-5.684029655,0.927,74.079,1.902615377
1942,[*]O[Si]([*])(C)C  ,COC(C)=O,0.753736769,-5.798602876,0.927,74.079,1.902615377
1943,[*]O[Si]([*])(C)C  ,COC(C)=O,0.92216312,-5.943095149,0.927,74.079,1.902615377
1944,[*]O[Si]([*])(C)C  ,COC(C)=O,0.946223852,-6.318758763,0.927,74.079,1.902615377
1945,[*]O[Si]([*])(C)C  ,COC(C)=O,0.961137155,-6.036212173,0.927,74.079,1.902615377
1946,[*]O[Si]([*])(C)C  ,COC(C)=O,0.986120369,-6.15490196,0.927,74.079,1.902615377
1947,[*]O[Si]([*])(C)C  ,COC1CCCC1,0.208217375,-5.950781977,0.86,100.161,2.066200201
1948,[*]O[Si]([*])(C)C  ,COC1CCCC1,0.36683468,-5.974694135,0.86,100.161,2.066200201
1949,[*]O[Si]([*])(C)C  ,COC1CCCC1,0.534416526,-6.065501549,0.86,100.161,2.066200201
1950,[*]O[Si]([*])(C)C  ,COC1CCCC1,0.650530022,-6.161150909,0.86,100.161,2.066200201
1951,[*]O[Si]([*])(C)C  ,COC1CCCC1,0.753578365,-6.337242168,0.86,100.161,2.066200201
1952,[*]O[Si]([*])(C)C  ,COC1CCCC1,0.842705724,-6.508638306,0.86,100.161,2.066200201
1953,[*]O[Si]([*])(C)C  ,COC1CCCC1,0.89550482,-6.638272164,0.86,100.161,2.066200201
1954,[*]O[Si]([*])(C)C  ,Cc1ccc(C(C)C)cc1,1,-6.013228266,0.852,134.222,2.197384111
1955,[*]O[Si]([*])(C)C  ,Cc1ccc(C)cc1,0.11981,-6.093126465,0.858,106.168,2.092506348
1956,[*]O[Si]([*])(C)C  ,Cc1ccc(C)cc1,0.16914,-6.110138279,0.858,106.168,2.092506348
1957,[*]O[Si]([*])(C)C  ,Cc1ccc(C)cc1,0.23341,-6.126098402,0.858,106.168,2.092506348
1958,[*]O[Si]([*])(C)C  ,Cc1ccc(C)cc1,0.28553,-6.137272472,0.858,106.168,2.092506348
1959,[*]O[Si]([*])(C)C  ,Cc1ccc(C)cc1,0.35466,-6.156767222,0.858,106.168,2.092506348
1960,[*]O[Si]([*])(C)C  ,Cc1ccc(C)cc1,0.44499,-6.197226275,0.858,106.168,2.092506348
1961,[*]O[Si]([*])(C)C  ,Cc1ccc(C)cc1,0.50717,-6.184422252,0.858,106.168,2.092506348
1962,[*]O[Si]([*])(C)C  ,Cc1cccc(C)c1,0.39008,-6.427600107,0.861,106.168,2.090990485
1963,[*]O[Si]([*])(C)C  ,Cc1cccc(C)c1,0.60705,-6.403890247,0.861,106.168,2.090990485
1964,[*]O[Si]([*])(C)C  ,Cc1cccc(C)c1,0.71602,-6.609879517,0.861,106.168,2.090990485
1965,[*]O[Si]([*])(C)C  ,Cc1cccc(C)c1,0.99973,-6.322060155,0.861,106.168,2.090990485
1966,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.11948,-5.735182177,0.865,92.141,2.027436814
1967,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.2096,-5.749579998,0.865,92.141,2.027436814
1968,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.28164,-5.946921557,0.865,92.141,2.027436814
1969,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.30069,-5.806875402,0.865,92.141,2.027436814
1970,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.34125,-5.962573502,0.865,92.141,2.027436814
1971,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.40244,-5.723538196,0.865,92.141,2.027436814
1972,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.40724,-6.469919461,0.865,92.141,2.027436814
1973,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.48716,-5.943095149,0.865,92.141,2.027436814
1974,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.49353,-5.88941029,0.865,92.141,2.027436814
1975,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.55684,-5.913640169,0.865,92.141,2.027436814
1976,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.60949,-6,0.865,92.141,2.027436814
1977,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.6192,-5.970616222,0.865,92.141,2.027436814
1978,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.64216,-6.258860224,0.865,92.141,2.027436814
1979,[*]O[Si]([*])(C)C  ,Cc1ccccc1,0.80436,-6.617779373,0.865,92.141,2.027436814
