,composition,load,hardness,category,type
913,YRe0.95Cr0.05B4,1.96,26.02082436,exp,only_exp
914,YRe0.95Cr0.05B4,2.94,23.58057279,exp,only_exp
915,YRe0.95Cr0.05B4,4.9,20.61201933,exp,only_exp
916,YReB4,0.49,34.27389669,exp,only_exp
917,YReB4,0.98,30.42486152,exp,only_exp
918,YReB4,1.96,25.77077347,exp,only_exp
919,YReB4,2.94,22.60096215,exp,only_exp
920,YReB4,4.9,20.5632263,exp,only_exp
921,YRh3B,2.94,7.5,exp,only_exp
922,YRh3B0.5C0.5 ,2.94,5.52,exp,only_exp
923,YRh3C,2.94,4.4,exp,only_exp
924,YScReB6,0.49,41.30943917,exp,only_exp
925,YScReB6,0.98,35.7536478,exp,only_exp
926,YScReB6,1.96,31.39910861,exp,only_exp
927,YScReB6,2.94,28.2708477,exp,only_exp
928,YScReB6,4.9,25.66813463,exp,only_exp
929,YSi,1.96,4.4,exp,only_exp
930,YSi1.67 ,1.96,7.04,exp,only_exp
931,ZnSe,0.49,1,exp,only_exp
932,ZnTe,0.25,0.98,exp,only_exp
933,Zr0.04W0.96B4,0.49,48.86304808,exp,only_exp
934,Zr0.04W0.96B4,0.98,40.71027986,exp,only_exp
935,Zr0.04W0.96B4,1.96,36.38724424,exp,only_exp
936,Zr0.04W0.96B4,2.94,35.22670266,exp,only_exp
937,Zr0.04W0.96B4,4.9,33.36983612,exp,only_exp
938,Zr0.06W0.94B4,0.49,50.72109847,exp,only_exp
939,Zr0.06W0.94B4,0.98,41.20465747,exp,only_exp
940,Zr0.06W0.94B4,1.96,36.91063538,exp,only_exp
941,Zr0.06W0.94B4,2.94,35.75011201,exp,only_exp
942,Zr0.06W0.94B4,4.9,34.44450273,exp,only_exp
943,Zr0.08W0.92B4,0.49,56.11876427,exp,only_exp
944,Zr0.08W0.92B4,0.98,43.78804635,exp,only_exp
945,Zr0.08W0.92B4,1.96,40.94468304,exp,only_exp
946,Zr0.08W0.92B4,2.94,37.28899525,exp,only_exp
947,Zr0.08W0.92B4,4.9,36.15744899,exp,only_exp
948,Zr0.10Pt0.90 ,9.8,3.63,exp,only_exp
949,Zr0.1W0.9B4,0.49,45.96519104,exp,only_exp
950,Zr0.1W0.9B4,0.98,38.50872956,exp,only_exp
951,Zr0.1W0.9B4,1.96,35.4042626,exp,only_exp
952,Zr0.1W0.9B4,2.94,33.08317943,exp,only_exp
953,Zr0.1W0.9B4,4.9,31.83561544,exp,only_exp
954,Zr0.25Hf0.25Gd0.5B20,0.49,42.4,exp,only_exp
955,Zr0.25Hf0.25Gd0.5B20,0.98,36.5,exp,only_exp
956,Zr0.25Hf0.25Gd0.5B20,1.96,33.7,exp,only_exp
957,Zr0.25Hf0.25Gd0.5B20,2.98,32.3,exp,only_exp
958,Zr0.25Hf0.25Gd0.5B20,4.9,30.2,exp,only_exp
959,Zr0.25Hf0.25Y0.5B20,0.49,41.9,exp,only_exp
960,Zr0.25Hf0.25Y0.5B20,0.98,33.8,exp,only_exp
961,Zr0.25Hf0.25Y0.5B20,1.96,30.4,exp,only_exp
962,Zr0.25Hf0.25Y0.5B20,2.98,29.9,exp,only_exp
963,Zr0.25Hf0.25Y0.5B20,4.9,29.2,exp,only_exp
964,Zr0.25Hf0.5Gd0.25B20,0.49,41.9,exp,only_exp
965,Zr0.25Hf0.5Gd0.25B20,0.98,33.9,exp,only_exp
966,Zr0.25Hf0.5Gd0.25B20,1.96,31.5,exp,only_exp
967,Zr0.25Hf0.5Gd0.25B20,2.98,30.2,exp,only_exp
968,Zr0.25Hf0.5Gd0.25B20,4.9,28.1,exp,only_exp
969,Zr0.25Hf0.5Y0.25B20,0.49,44.2,exp,only_exp
970,Zr0.25Hf0.5Y0.25B20,0.98,35.5,exp,only_exp
971,Zr0.25Hf0.5Y0.25B20,1.96,33,exp,only_exp
972,Zr0.25Hf0.5Y0.25B20,2.98,31.9,exp,only_exp
973,Zr0.25Hf0.5Y0.25B20,4.9,29.3,exp,only_exp
974,Zr0.25Y0.25Gd0.5B20,0.49,42.1,exp,only_exp
975,Zr0.25Y0.25Gd0.5B20,0.98,36,exp,only_exp
976,Zr0.25Y0.25Gd0.5B20,1.96,32.9,exp,only_exp
977,Zr0.25Y0.25Gd0.5B20,2.98,31.1,exp,only_exp
978,Zr0.25Y0.25Gd0.5B20,4.9,29.3,exp,only_exp
979,Zr0.25Y0.5Gd0.25B20,0.49,41.1,exp,only_exp
980,Zr0.25Y0.5Gd0.25B20,0.98,33.5,exp,only_exp
981,Zr0.25Y0.5Gd0.25B20,1.96,30.8,exp,only_exp
982,Zr0.25Y0.5Gd0.25B20,2.98,29.3,exp,only_exp
983,Zr0.25Y0.5Gd0.25B20,4.9,28,exp,only_exp
984,Zr0.2Nb2.8Ge,0.49,10.05,exp,only_exp
985,Zr0.2Nb2.8Sn0.5Ge0.5 ,0.98,7.84,exp,only_exp
986,Zr0.2W0.8B4,0.49,47.62477279,exp,only_exp
987,Zr0.2W0.8B4,0.98,39.41394107,exp,only_exp
988,Zr0.2W0.8B4,1.96,36.33848765,exp,only_exp
989,Zr0.2W0.8B4,2.94,35.32303198,exp,only_exp
990,Zr0.2W0.8B4,4.9,33.95939562,exp,only_exp
991,Zr0.33W0.67 ,1.96,6.13,exp,only_exp
992,Zr0.5Gd0.5B12,0.49,42,exp,only_exp
993,Zr0.5Gd0.5B12,0.98,34.5,exp,only_exp
994,Zr0.5Gd0.5B12,1.96,33,exp,only_exp
995,Zr0.5Gd0.5B12,2.94,31.8,exp,only_exp
996,Zr0.5Gd0.5B12,4.9,29.2,exp,only_exp
997,Zr0.5Hf0.25Gd0.25B20,0.49,43.7,exp,only_exp
998,Zr0.5Hf0.25Gd0.25B20,0.98,36.9,exp,only_exp
999,Zr0.5Hf0.25Gd0.25B20,1.96,34.3,exp,only_exp
1000,Zr0.5Hf0.25Gd0.25B20,2.98,31.8,exp,only_exp
1001,Zr0.5Hf0.25Gd0.25B20,4.9,29.4,exp,only_exp
1002,Zr0.5Hf0.25Y0.25B20,0.49,42,exp,only_exp
1003,Zr0.5Hf0.25Y0.25B20,0.98,36.4,exp,only_exp
1004,Zr0.5Hf0.25Y0.25B20,1.96,31.6,exp,only_exp
1005,Zr0.5Hf0.25Y0.25B20,2.98,29.6,exp,only_exp
1006,Zr0.5Hf0.25Y0.25B20,4.9,29.5,exp,only_exp
1007,Zr0.5Ta0.5N,0.0015,25,exp,only_exp
1008,Zr0.5W0.5B4,0.49,46.42365232,exp,only_exp
1009,Zr0.5W0.5B4,0.98,38.85111847,exp,only_exp
1010,Zr0.5W0.5B4,1.96,36.06581866,exp,only_exp
1011,Zr0.5W0.5B4,2.94,34.15092505,exp,only_exp
1012,Zr0.5W0.5B4,4.9,33.48363185,exp,only_exp
1013,Zr0.5Y0.25Gd0.25B20,0.49,46.9,exp,only_exp
1014,Zr0.5Y0.25Gd0.25B20,0.98,35.1,exp,only_exp
1015,Zr0.5Y0.25Gd0.25B20,1.96,32.2,exp,only_exp
1016,Zr0.5Y0.25Gd0.25B20,2.98,30.6,exp,only_exp
1017,Zr0.5Y0.25Gd0.25B20,4.9,28.7,exp,only_exp
1018,Zr0.75Gd0.25B12,0.49,41,exp,only_exp
1019,Zr0.75Gd0.25B12,0.98,34.4,exp,only_exp
1020,Zr0.75Gd0.25B12,1.96,32.9,exp,only_exp
1021,Zr0.75Gd0.25B12,2.94,31.3,exp,only_exp
1022,Zr0.75Gd0.25B12,4.9,29.5,exp,only_exp
1023,Zr0.8Mo2Ge0.2,0.98,8.947,exp,only_exp
1024,Zr0.95Gd0.05B12,0.49,39.3,exp,only_exp
1025,Zr0.95Gd0.05B12,0.98,35,exp,only_exp
1026,Zr0.95Gd0.05B12,1.96,33,exp,only_exp
1027,Zr0.95Gd0.05B12,2.94,31.1,exp,only_exp
1028,Zr0.95Gd0.05B12,4.9,29.2,exp,only_exp
1029,Zr0.95Os0.05 ,49,2.97,exp,only_exp
1030,Zr0.9Mo2Al0.1,0.98,7.681,exp,only_exp
1031,Zr0.9Nb2.1Sn,0.98,7.35,exp,only_exp
1032,Zr2Rh,0.98,4.31,exp,only_exp
1033,Zr3Ge,0.98,5.9,exp,only_exp
1034,Zr5Ge3,0.98,11.7,exp,only_exp
1035,Zr5Ge4 ,0.98,10.33,exp,only_exp
1036,ZrB12,0.49,40.4,exp,only_exp
1037,ZrB12,0.98,35.2,exp,only_exp
1038,ZrB12,1.96,33.2,exp,only_exp
1039,ZrB12,2.94,31,exp,only_exp
1040,ZrB12,4.9,28.8,exp,only_exp
1041,ZrB2,0.29,22.08,exp,only_exp
1042,ZrB20,0.49,41.3,exp,only_exp
1043,ZrB20,0.98,34.9,exp,only_exp
1044,ZrB20,1.96,33.6,exp,only_exp
1045,ZrB20,2.98,31.3,exp,only_exp
1046,ZrB20,4.9,29.6,exp,only_exp
1047,ZrC,0.49,22,exp,only_exp
1048,ZrGe,0.98,7.4,exp,only_exp
1049,ZrGe2,0.98,5.7,exp,only_exp
1050,ZrMn2,0.98,7.86,exp,only_exp
1051,ZrMo2 ,0.98,10.74,exp,only_exp
1052,ZrMoAl,0.98,6.523,exp,only_exp
1053,ZrN,0.49,17.4,exp,only_exp
1054,ZrO2,0.98,13,exp,only_exp
1055,ZrRh3 ,0.98,6.37,exp,only_exp
1056,ZrV2 ,0.98,3.6,exp,only_exp
1057,ZrW2,0.98,11.1,exp,only_exp
1058,OsB2,0.25,34.8,exp,only_exp
1059,OsB2,0.49,27,exp,only_exp
1060,OsB2,1.96,17.8,exp,only_exp
1061,Al1.1Be0.6B22,0.98,28.24,exp,only_exp
1062,Al10V,0.49,3.138128,exp,only_exp
1063,Al12Re,0.49,3.8245935,exp,only_exp
1064,Al12W,0.49,4.8052585,exp,only_exp
1065,Al2Au,0.49,3.334261,exp,only_exp
1066,Al2Au5,0.49,3.8245935,exp,only_exp
1067,Al2Ce,0.49,7.1588545,exp,only_exp
1068,Al2Cu,0.49,4.903325,exp,only_exp
1069,Al2Dy,0.49,8.7279185,exp,only_exp
1070,Al2Er,0.49,7.7472535,exp,only_exp
1071,Al2Eu,0.49,5.491724,exp,only_exp
1072,Al2Gd,0.49,8.825985,exp,only_exp
1073,Al2Hf,0.49,6.5704555,exp,only_exp
1074,Al2Ho,0.49,7.5511205,exp,only_exp
1075,Al2Ir,0.49,14.0235095,exp,only_exp
1076,Al2La,0.49,6.080123,exp,only_exp
1077,Al2Lu,0.49,8.3356525,exp,only_exp
1078,Al2Nd,0.49,7.060788,exp,only_exp
1079,Al2Os,0.49,11.375714,exp,only_exp
1080,Al2Pr,0.49,7.060788,exp,only_exp
1081,Al2Pt,0.49,7.453054,exp,only_exp
1082,Al2Pt3,0.49,6.276256,exp,only_exp
1083,Al2Re,0.49,10.002783,exp,only_exp
1084,Al2Sc,0.49,2.4516625,exp,only_exp
1085,Al2Sm,0.49,6.7665885,exp,only_exp
1086,Al2Ta,0.49,10.002783,exp,only_exp
1087,Al2Tb,0.49,8.9240515,exp,only_exp
1088,Al2Th,0.49,3.6284605,exp,only_exp
1089,Al2Tm,0.49,7.3549875,exp,only_exp
1090,Al2U,0.49,6.864655,exp,only_exp
1091,Al2Y,0.49,7.060788,exp,only_exp
1092,Al2Yb,0.49,6.472389,exp,only_exp
1093,Al3Fe,0.49,9.80665,exp,only_exp
1094,Al3Gd,0.49,4.2168595,exp,only_exp
1095,Al3Hf,0.49,5.0013915,exp,only_exp
1096,Al3Mn,0.49,6.080123,exp,only_exp
1097,Al3Ni,1.96,4.2168595,exp,only_exp
1098,Al3Ni2,0.49,10.198916,exp,only_exp
1099,Al3Os,0.49,9.414384,exp,only_exp
1100,Al3Pd,0.49,6.5704555,exp,only_exp
1101,Al3Pd2,0.49,6.1781895,exp,only_exp
1102,Al3Pt,0.49,7.5511205,exp,only_exp
1103,Al3Pt2,0.49,7.256921,exp,only_exp
1104,Al3Sc,0.49,3.138128,exp,only_exp
1105,Al3Tb,0.49,4.118793,exp,only_exp
1106,Al3Ti,0.49,5.491724,exp,only_exp
1107,Al3U,0.49,5.099458,exp,only_exp
1108,Al3V,0.49,4.511059,exp,only_exp
1109,Al3Yb,0.49,4.903325,exp,only_exp
1110,Al4Ba,0.49,1.765197,exp,only_exp
1111,Al4Eu,0.49,1.96133,exp,only_exp
1112,Al4La,0.49,4.314926,exp,only_exp
1113,Al4Mn,0.49,5.88399,exp,only_exp
1114,Al4Nd,0.49,5.0013915,exp,only_exp
1115,Al4Pt,0.49,5.295591,exp,only_exp
1116,Al4Re,0.49,4.6091255,exp,only_exp
1117,Al4Sm,0.49,3.6284605,exp,only_exp
1118,Al4U,0.49,3.334261,exp,only_exp
1119,Al4W,0.49,4.314926,exp,only_exp
1120,Al5Co2,0.49,9.80665,exp,only_exp
1121,Al5Fe2,0.49,8.1395195,exp,only_exp
1122,Al5W,0.49,4.6091255,exp,only_exp
1123,Al6Fe,0.49,4.0207265,exp,only_exp
1124,Al6Mn,0.49,4.8052585,exp,only_exp
1125,Al6V,0.49,4.314926,exp,only_exp
1126,Al7Cr,0.49,4.0207265,exp,only_exp
1127,Al7V,0.49,3.6284605,exp,only_exp
1128,Al8V5,0.49,6.3743225,exp,only_exp
1129,AlAg2,0.49,2.157463,exp,only_exp
1130,AlAg3,0.49,1.0787315,exp,only_exp
1131,AlAu,0.49,2.4516625,exp,only_exp
1132,AlAu2,0.49,2.4516625,exp,only_exp
1133,AlAu4,0.49,3.8245935,exp,only_exp
1134,AlCe3,0.49,2.941995,exp,only_exp
1135,AlCo,0.49,6.668522,exp,only_exp
1136,AlCr2,0.49,6.1781895,exp,only_exp
1137,AlCu3,0.49,1.569064,exp,only_exp
1138,AlDy3,0.49,3.2361945,exp,only_exp
1139,AlEr3,0.49,3.92266,exp,only_exp
1140,AlFe,0.49,5.7859235,exp,only_exp
1141,AlFe3,0.49,3.530394,exp,only_exp
1142,AlGd3,0.49,2.6477955,exp,only_exp
1143,AlHf,0.49,9.610517,exp,only_exp
1144,AlHo3,0.49,3.138128,exp,only_exp
1145,AlLa3,0.49,2.0593965,exp,only_exp
1146,AlLiB14,2.94,28.6,exp,only_exp
1147,AlLiB14,0.98,29.1,exp,only_exp
1148,AlLu3,0.49,3.530394,exp,only_exp
1149,AlNaB14,1.96,28.1,exp,only_exp
1150,AlNd3,0.49,1.8632635,exp,only_exp
1151,AlNi,0.49,4.0207265,exp,only_exp
1152,AlNi3,0.49,4.511059,exp,only_exp
1153,AlOs,0.49,8.1395195,exp,only_exp
1154,AlPd,0.49,7.3549875,exp,only_exp
1155,AlPd2,0.49,6.668522,exp,only_exp
1156,AlPr3,0.49,2.0593965,exp,only_exp
1157,AlPt,0.49,9.022118,exp,only_exp
1158,AlPt3,0.49,4.707192,exp,only_exp
1159,AlSb,0.49,5.3936575,exp,only_exp
1160,AlSc3,0.49,4.4129925,exp,only_exp
1161,AlSm3,0.49,3.92266,exp,only_exp
1162,AlTa2,0.49,4.6091255,exp,only_exp
1163,AlTb3,0.49,2.8439285,exp,only_exp
1164,AlTh2,0.49,4.8052585,exp,only_exp
1165,AlTi,0.49,4.0207265,exp,only_exp
1166,AlTm3,0.49,3.334261,exp,only_exp
1167,AlY3,0.49,3.8245935,exp,only_exp
1168,B4C,0.49,39.54123307,exp,only_exp
1169,B4C,0.98,35.24090169,exp,only_exp
1170,B4C,1.96,31.80171211,exp,only_exp
1171,B4C,2.94,30.89297134,exp,only_exp
1172,B4C,4.9,30.28893669,exp,only_exp
1173,B4C,9.8,29.07832393,exp,only_exp
1174,BN,3.92,50.17,exp,only_exp
1175,BN,4.9,49.38,exp,only_exp
1176,C,5,98,exp,only_exp
1177,Ce0.5Gd0.5C2,2.941995,7.70803,exp,only_exp
1178,Ce0.5Nd0.5C2,2.941995,3.90305,exp,only_exp
1179,CeRh3B,2.94,5.5,exp,only_exp
1180,CeSi2,0.49,6.170128144,exp,only_exp
1181,Co2MoB4,0.98,15.1,exp,only_exp
1182,Co2MoB4,9.8,11,exp,only_exp
1183,CoAs,0.49,7.89,exp,only_exp
1184,CoS,0.49,4.87,exp,only_exp
1185,CoSi,0.49,10.25,exp,only_exp
1186,Cr0.02W0.98B4,0.49,47.42109281,exp,only_exp
1187,Cr0.02W0.98B4,0.98,42.79380392,exp,only_exp
1188,Cr0.02W0.98B4,1.96,33.63231895,exp,only_exp
1189,Cr0.02W0.98B4,2.94,32.79381015,exp,only_exp
1190,Cr0.02W0.98B4,4.9,30.30933965,exp,only_exp
1191,Cr0.04W0.96B4,0.49,49.03478259,exp,only_exp
1192,Cr0.04W0.96B4,0.98,45.64969153,exp,only_exp
1193,Cr0.04W0.96B4,1.96,36.33292715,exp,only_exp
1194,Cr0.04W0.96B4,2.94,34.28323899,exp,only_exp
1195,Cr0.04W0.96B4,4.9,31.39504203,exp,only_exp
1196,Cr0.1W0.9B4,0.49,53.40993888,exp,only_exp
1197,Cr0.1W0.9B4,0.98,47.19876263,exp,only_exp
1198,Cr0.1W0.9B4,1.96,38.96893539,exp,only_exp
1199,Cr0.1W0.9B4,2.94,36.08075714,exp,only_exp
1200,Cr0.1W0.9B4,4.9,32.44721903,exp,only_exp
1201,Cr0.2W0.8B4,0.49,39.42858114,exp,only_exp
1202,Cr0.2W0.8B4,0.98,35.45340963,exp,only_exp
1203,Cr0.2W0.8B4,1.96,32.00622552,exp,only_exp
1204,Cr0.2W0.8B4,2.94,29.61492266,exp,only_exp
1205,Cr0.2W0.8B4,4.9,26.50931583,exp,only_exp
1206,Cr0.4W0.6B4,0.49,47.92541413,exp,only_exp
1207,Cr0.4W0.6B4,0.98,41.27947425,exp,only_exp
1208,Cr0.4W0.6B4,1.96,37.89436448,exp,only_exp
1209,Cr0.4W0.6B4,2.94,35.00620494,exp,only_exp
1210,Cr0.4W0.6B4,4.9,29.88194712,exp,only_exp
1211,Cr0.5Fe0.5,0.49,3.034064795,exp,only_exp
1212,Cr0.67Mo2Ni0.33B2 ,0.98,21.96,exp,only_exp
1213,Cr0.6Fe0.4,0.49,4.014101015,exp,only_exp
1214,Cr0.7Fe0.3,0.49,4.737000863,exp,only_exp
1215,Cr0.8Fe0.2,0.49,5.10926465,exp,only_exp
1216,Cr2Al11,0.49,3.82,exp,only_exp
1217,CrAs,0.49,12.62,exp,only_exp
1218,CrB,0.49,24.27,exp,only_exp
1219,CrB2,0.98,20.45804795,exp,only_exp
1220,CrB2,1.96,16.61815068,exp,only_exp
1221,CrB2,2.94,16.00599315,exp,only_exp
1222,CrB2,4.9,15.89469178,exp,only_exp
1223,CrB4,0.49,44,exp,only_exp
1224,CrB4,1.96,32.3,exp,only_exp
1225,CrB4,2.94,30.2,exp,only_exp
1226,CrB4,4.9,28.6,exp,only_exp
1227,CrC,0.49,25.4,exp,only_exp
1228,CrFeGeRu,0.49,8.3296541,exp,only_exp
1229,CrFeGeRu,0.98,8.1005186,exp,only_exp
1230,CrFeGeRu,1.96,7.6520057,exp,only_exp
1231,CrFeGeRu,2.94,7.4546507,exp,only_exp
1232,CrFeGeRu,4.9,7.0631886,exp,only_exp
1233,CrN,0.099789916,20.18290855,exp,only_exp
1234,CrN,0.25,15.1874063,exp,only_exp
1235,CrN,0.49,13.14842579,exp,only_exp
1236,CrN,1,10.14092954,exp,only_exp
1237,CrSi,0.49,13.27,exp,only_exp
1238,CrSi2,0.49,11.23818982,exp,only_exp
1239,Cu5Ca,0.49,0.980665,exp,only_exp
1240,CuAs,0.49,1.7,exp,only_exp
1241,CuS,0.49,0.8,exp,only_exp
1242,CuSi,0.49,6.44,exp,only_exp
1243,DySi2,0.5,10.48162847,exp,only_exp
1244,ErRh3B2,0.98,10.9,exp,only_exp
1245,ErSi2,0.5,12.46005,exp,only_exp
1246,Fe2B,0.245,33,exp,only_exp
1247,Fe2B,0.49,23,exp,only_exp
1248,Fe2B,0.98,19,exp,only_exp
1249,Fe2B,9.8,12.4,exp,only_exp
1250,Fe2MoB4,0.98,19.6,exp,only_exp
1251,Fe2MoB4,9.8,14.5,exp,only_exp
1252,Fe3N,0.49,8.376271186,exp,only_exp
1253,Fe3N,0.98,8.4,exp,only_exp
1254,Fe3N,1.96,7.640677966,exp,only_exp
1255,Fe3N,4.9,7.403389831,exp,only_exp
1256,Fe3N,9.8,7.34,exp,only_exp
1257,FeAs,0.49,10.5,exp,only_exp
1258,FeB,0.49,31.34,exp,only_exp
1259,4-Feb,0.49,23.3,exp,only_exp
1260,4-Feb,0.98,20.13274336,exp,only_exp
1261,4-Feb,1.47,18.06784661,exp,only_exp
1262,4-Feb,1.96,17.65486726,exp,only_exp
1263,4-Feb,2.98,15.8,exp,only_exp
1264,FeC,0.49,6.44,exp,only_exp
1265,FeS,0.49,1.2,exp,only_exp
1266,FeSi,0.49,11.66,exp,only_exp
1267,GaAs,0.49,6.16,exp,only_exp
1268,Gd0.2Nd0.8B6,4.9,22.74,exp,only_exp
1269,Gd0.4Nd0.6B6,4.9,22.41,exp,only_exp
1270,Gd0.5Nd0.5C2,2.941995,5.73689,exp,only_exp
1271,Gd0.8Nd0.2B6,4.9,22.65,exp,only_exp
1272,Gd4B3C4,0.49,8.866521019,exp,only_exp
1273,Gd4B3C4,0.98,8.345962471,exp,only_exp
1274,GdB2C2,0.49,14.8867801,exp,only_exp
1275,GdB2C2,0.98,12.11339163,exp,only_exp
1276,GdB2C2,1.96,8.609772937,exp,only_exp
1277,GdB2C2,2.94,7.277209399,exp,only_exp
1278,GdSi2,0.5,10.17649647,exp,only_exp
1279,GeAs,0.49,1.33,exp,only_exp
1280,Hf0.02W0.98B4,0.49,44.23148685,exp,only_exp
1281,Hf0.02W0.98B4,0.98,38.29120493,exp,only_exp
1282,Hf0.02W0.98B4,1.96,33.12041729,exp,only_exp
1283,Hf0.02W0.98B4,2.94,30.99663416,exp,only_exp
1284,Hf0.02W0.98B4,4.9,28.71904081,exp,only_exp
1285,Hf0.06W0.94B4,0.49,51.64559852,exp,only_exp
1286,Hf0.06W0.94B4,0.98,40.19590827,exp,only_exp
1287,Hf0.06W0.94B4,1.96,35.11751202,exp,only_exp
1288,Hf0.06W0.94B4,2.94,33.76319545,exp,only_exp
1289,Hf0.06W0.94B4,4.9,32.3165983,exp,only_exp
1290,Hf0.08W0.92B4,0.49,46.28836587,exp,only_exp
1291,Hf0.08W0.92B4,0.98,38.22432852,exp,only_exp
1292,Hf0.08W0.92B4,1.96,34.25390873,exp,only_exp
1293,Hf0.08W0.92B4,2.94,32.59186094,exp,only_exp
1294,Hf0.08W0.92B4,4.9,30.59122016,exp,only_exp
1295,Hf0.2W0.8B4,0.49,42.8920748,exp,only_exp
1296,Hf0.2W0.8B4,0.98,37.69048079,exp,only_exp
1297,Hf0.2W0.8B4,1.96,34.08937725,exp,only_exp
1298,Hf0.2W0.8B4,2.94,32.58119507,exp,only_exp
1299,Hf0.2W0.8B4,4.9,30.98076001,exp,only_exp
1300,Hf0.4W0.6B4,0.49,45.3674439,exp,only_exp
1301,Hf0.4W0.6B4,0.98,38.62688905,exp,only_exp
1302,Hf0.4W0.6B4,1.96,35.02581321,exp,only_exp
1303,Hf0.4W0.6B4,2.94,33.0559788,exp,only_exp
1304,Hf0.4W0.6B4,4.9,31.60938165,exp,only_exp
1305,Hf3Ir5B2,0.49,17.56454217,exp,only_exp
1306,Hf3Ir5B2,0.98,16.55537271,exp,only_exp
1307,Hf3Ir5B2,1.96,15.86425186,exp,only_exp
1308,Hf3Ir5B2,2.94,15.63193331,exp,only_exp
1309,Hf3Ir5B2,4.9,14.44664954,exp,only_exp
1310,Hf3RhIr4B2,0.49,18.07960004,exp,only_exp
1311,Hf3RhIr4B2,0.98,16.18716392,exp,only_exp
1312,Hf3RhIr4B2,1.96,15.53643333,exp,only_exp
1313,Hf3RhIr4B2,2.94,14.76080532,exp,only_exp
1314,Hf3RhIr4B2,4.9,14.27484096,exp,only_exp
1315,HfB2,0.49,30.28,exp,only_exp
1316,HfB2,0.245,28,exp,only_exp
1317,HfIr2.12B1.3,0.245,19.6,exp,only_exp
1318,HfIr3B4,0.245,18.6,exp,only_exp
1319,HfIr5.68B2.7,0.245,13.4,exp,only_exp
1320,HfRe2,0.49,19.61,exp,only_exp
1321,HfW2,0.49,18.63,exp,only_exp
1322,Ho0.5Er0.5C2,2.941995,5.29559,exp,only_exp
1323,Ho0.5Gd0.5C2,2.941995,4.31493,exp,only_exp
1324,Ho0.5Nd0.5C2,2.941995,8.72792,exp,only_exp
1325,InSb,0.49,2.0593965,exp,only_exp
1326,La0.5Ce0.5C2,2.941995,4.75623,exp,only_exp
1327,La0.5Nd0.5C2,2.941995,5.58979,exp,only_exp
1328,La0.75Y0.25Rh2B2C,0.49,12.67606227,exp,only_exp
1329,La0.75Y0.25Rh2B2C,0.98,11.45696846,exp,only_exp
1330,La0.75Y0.25Rh2B2C,1.96,11.27757154,exp,only_exp
1331,La0.75Y0.25Rh2B2C,2.94,9.05630842,exp,only_exp
1332,La0.75Y0.25Rh2B2C,4.9,9.016075112,exp,only_exp
1333,La0.9Y0.1Ir2B2C,0.49,13.13205139,exp,only_exp
1334,La0.9Y0.1Ir2B2C,0.98,11.21216065,exp,only_exp
1335,La0.9Y0.1Ir2B2C,1.96,10.94685731,exp,only_exp
1336,La0.9Y0.1Ir2B2C,2.94,9.569360646,exp,only_exp
1337,La0.9Y0.1Ir2B2C,4.9,8.768274795,exp,only_exp
1338,LaIr2B2C,0.49,14.26382296,exp,only_exp
1339,LaIr2B2C,0.98,12.0899216,exp,only_exp
1340,LaIr2B2C,1.96,11.89320485,exp,only_exp
1341,LaIr2B2C,2.94,11.20311353,exp,only_exp
1342,LaIr2B2C,4.9,9.58486779,exp,only_exp
1343,LaRh2B2C,0.49,11.80330739,exp,only_exp
1344,LaRh2B2C,0.98,10.88568712,exp,only_exp
1345,LaRh2B2C,1.96,10.24393835,exp,only_exp
1346,LaRh2B2C,2.94,10.10004195,exp,only_exp
1347,LaRh2B2C,4.9,9.715146553,exp,only_exp
1348,LaRhIrB2C,0.49,13.40187019,exp,only_exp
1349,LaRhIrB2C,0.98,12.06981403,exp,only_exp
1350,LaRhIrB2C,1.96,10.61508151,exp,only_exp
1351,LaRhIrB2C,2.94,10.51829291,exp,only_exp
1352,LaRhIrB2C,4.9,10.16758356,exp,only_exp
1353,LaSi2,0.49,3.951821023,exp,only_exp
1354,Li2B12Si2,2,20.3,exp,only_exp
1355,LiB12,2,27,exp,only_exp
1356,Mg1.13B12Si2,2,19,exp,only_exp
1357,Mg3B36Si9C,2,17,exp,only_exp
1358,Mg3B50C8,2,32,exp,only_exp
1359,MgB12Si2,2,19,exp,only_exp
1360,MgC2B12,4.9,33.8,exp,only_exp
1361,MgCu2,0.49,5.0013915,exp,only_exp
1362,MgNi2,0.49,5.1975245,exp,only_exp
1363,Mn0.02W0.98B4,0.49,45.92924763,exp,only_exp
1364,Mn0.02W0.98B4,0.98,40.79098156,exp,only_exp
1365,Mn0.02W0.98B4,1.96,34.62506228,exp,only_exp
1366,Mn0.02W0.98B4,2.94,31.91579472,exp,only_exp
1367,Mn0.02W0.98B4,4.9,29.86048829,exp,only_exp
1368,Mn0.05W0.95B4,0.49,46.86347783,exp,only_exp
1369,Mn0.05W0.95B4,0.98,41.56950673,exp,only_exp
1370,Mn0.05W0.95B4,1.96,35.27902342,exp,only_exp
1371,Mn0.05W0.95B4,2.94,32.75660189,exp,only_exp
1372,Mn0.05W0.95B4,4.9,30.91928251,exp,only_exp
1373,Mn0.1W0.9B4,0.49,53.87020429,exp,only_exp
1374,Mn0.1W0.9B4,0.98,42.13004484,exp,only_exp
1375,Mn0.1W0.9B4,1.96,36.11983059,exp,only_exp
1376,Mn0.1W0.9B4,2.94,32.35176881,exp,only_exp
