,composition,load,hardness,category,type
1814,Ti0.5W0.5B4,1.96,31.28313096,exp,only_exp
1815,Ti0.5W0.5B4,2.94,30.46650794,exp,only_exp
1816,Ti0.5W0.5B4,4.9,29.5870419,exp,only_exp
1817,Ti0.8Zr0.2C,1.916,27.07,exp,only_exp
1818,Ti2AlC,0.5,5.183823529,exp,only_exp
1819,Ti2AlC,1,4.665441176,exp,only_exp
1820,Ti2AlC,5,4.742647059,exp,only_exp
1821,Ti2AlC,10,4.389705882,exp,only_exp
1822,Ti2AlC0.5N0.5,0.5,7.147058824,exp,only_exp
1823,Ti2AlC0.5N0.5,1,5.426470588,exp,only_exp
1824,Ti2AlC0.5N0.5,5,5.525735294,exp,only_exp
1825,Ti2AlC0.5N0.5,10,5.327205882,exp,only_exp
1826,Ti2AlN,0.5,6.452205882,exp,only_exp
1827,Ti2AlN,1,5.007352941,exp,only_exp
1828,Ti2AlN,5,4.323529412,exp,only_exp
1829,Ti2AlN,10,4.113970588,exp,only_exp
1830,Ti3AlC2,5,3.5,exp,only_exp
1831,Ti3AlC2,0.5,5.416423858,exp,only_exp
1832,Ti3AlC2,1,5.305848288,exp,only_exp
1833,Ti3AlC2,2,5.195345333,exp,only_exp
1834,Ti3AlC2,3,5.049569298,exp,only_exp
1835,Ti3AlC2,10,4.116693444,exp,only_exp
1836,Ti3GeC2,0.1,3.761526232,exp,only_exp
1837,Ti3GeC2,5,2.559618442,exp,only_exp
1838,Ti3GeC2,10,2.214626391,exp,only_exp
1839,Ti3SiC2,0.5,7.967571713,exp,only_exp
1840,Ti3SiC2,1,7.519539807,exp,only_exp
1841,Ti3SiC2,5,4.779794447,exp,only_exp
1842,Ti3SiC2,10,4.429323516,exp,only_exp
1843,Ti4AlN,3,3.473684211,exp,only_exp
1844,Ti4AlN,5,3.274238227,exp,only_exp
1845,Ti4AlN,10,2.626038781,exp,only_exp
1846,Ti9Fe2Ru18B8,0.49,17.31970757,exp,only_exp
1847,Ti9Fe2Ru18B8,0.98,16.49549142,exp,only_exp
1848,Ti9Fe2Ru18B8,1.96,15.05109497,exp,only_exp
1849,Ti9Fe2Ru18B8,2.94,14.49699804,exp,only_exp
1850,Ti9Fe2Ru18B8,4.9,13.96981542,exp,only_exp
1851,TiAs,0.49,13.61,exp,only_exp
1852,TiB,0.49,3.65,exp,only_exp
1853,TiB2,0.49,33.34,exp,only_exp
1854,TiB2,0.98,36.31178707,exp,only_exp
1855,TiB2,1.96,33.20912548,exp,only_exp
1856,TiB2,2.94,31.38403042,exp,only_exp
1857,TiC,0.49,31.38,exp,only_exp
1858,TiC,1.96,24.70674487,exp,only_exp
1859,TiC,2.94,24.5601173,exp,only_exp
1860,TiC,4.9,22.65395894,exp,only_exp
1861,TiC,9.8,19.78005865,exp,only_exp
1862,TiCo,0.49,5.3,exp,only_exp
1863,TiCo2,0.49,9.32,exp,only_exp
1864,TiCr2,0.49,9.6,exp,only_exp
1865,TiCu,0.49,5,exp,only_exp
1866,TiCu3,0.49,5.69,exp,only_exp
1867,TiFe,0.49,6.77,exp,only_exp
1868,TiFe2,0.49,10.29,exp,only_exp
1869,TiMn,0.49,10.3,exp,only_exp
1870,TiMn2,0.49,9.8,exp,only_exp
1871,TiNi,0.49,3.73,exp,only_exp
1872,TiNi3,0.49,6.57,exp,only_exp
1873,TiSi,0.49,11.5,exp,only_exp
1874,TiSi2,0.49,8.532,exp,only_exp
1875,U6Fe,0.49,5.0013915,exp,only_exp
1876,UC,0.49,7.5511205,exp,only_exp
1877,V0.2Cr0.2Nb0.2Mo0.2Ta0.2B,0.98,34.1,exp,only_exp
1878,V0.2Cr0.2Nb0.2Mo0.2Ta0.2B,1.96,29.8,exp,only_exp
1879,V0.2Cr0.2Nb0.2Mo0.2Ta0.2B,2.94,27.5,exp,only_exp
1880,V0.2Cr0.2Nb0.2Mo0.2Ta0.2B,4.9,25.8,exp,only_exp
1881,V0.2Cr0.2Nb0.2Mo0.2Ta0.2B,9.8,24.3,exp,only_exp
1882,V0.2Cr0.2Nb0.2Mo0.2W0.2B,0.98,32.6,exp,only_exp
1883,V0.2Cr0.2Nb0.2Mo0.2W0.2B,1.96,27.2,exp,only_exp
1884,V0.2Cr0.2Nb0.2Mo0.2W0.2B,2.94,25.3,exp,only_exp
1885,V0.2Cr0.2Nb0.2Mo0.2W0.2B,4.9,23.5,exp,only_exp
1886,V0.2Cr0.2Nb0.2Mo0.2W0.2B,9.8,22.3,exp,only_exp
1887,V0.2Cr0.2Nb0.2Ta0.2W0.2B,0.98,37,exp,only_exp
1888,V0.2Cr0.2Nb0.2Ta0.2W0.2B,1.96,31.8,exp,only_exp
1889,V0.2Cr0.2Nb0.2Ta0.2W0.2B,2.94,29,exp,only_exp
1890,V0.2Cr0.2Nb0.2Ta0.2W0.2B,4.9,26.8,exp,only_exp
1891,V0.2Cr0.2Nb0.2Ta0.2W0.2B,9.8,25.5,exp,only_exp
1892,V0.6Cr0.6Nb0.6Mo0.6Ta0.6B4,9.8,18.6,exp,only_exp
1893,V0.6Cr0.6Nb0.6W0.6Ta0.6B4,9.8,19.6,exp,only_exp
1894,V8C7,0.49,24.70674487,exp,only_exp
1895,V8C7,0.98,23.12316716,exp,only_exp
1896,V8C7,1.96,21.68621701,exp,only_exp
1897,V8C7,2.94,20.71847507,exp,only_exp
1898,V8C7,4.9,19.80938416,exp,only_exp
1899,V8C7,9.8,18.95894428,exp,only_exp
1900,VAs,0.49,12.62,exp,only_exp
1901,VB,0.49,22.47,exp,only_exp
1902,VSi,0.49,18.28,exp,only_exp
1903,VSi2,0.49,10.69,exp,only_exp
1904,W0.6Dy0.4B11.6,0.49,39.93170732,exp,only_exp
1905,W0.6Dy0.4B11.6,0.98,32.1804878,exp,only_exp
1906,W0.6Er0.4B11.6,1.96,29.98586572,exp,only_exp
1907,W0.6Er0.4B11.6,2.94,28.63918335,exp,only_exp
1908,W0.6Er0.4B11.6,4.9,25.5335689,exp,only_exp
1909,W0.6Gd0.4B11.6,0.49,34.3323515,exp,only_exp
1910,W0.6Gd0.4B11.6,0.98,29.25871379,exp,only_exp
1911,W0.6Gd0.4B11.6,1.96,28.78006873,exp,only_exp
1912,W0.6Gd0.4B11.6,2.94,27.3760432,exp,only_exp
1913,W0.6Gd0.4B11.6,4.9,26.83357879,exp,only_exp
1914,W0.6Ho0.4B11.6,0.49,37.22666667,exp,only_exp
1915,W0.6Ho0.4B11.6,0.98,31.89333333,exp,only_exp
1916,W0.6Ho0.4B11.6,1.96,28.72666667,exp,only_exp
1917,W0.6Ho0.4B11.6,2.94,28.29333333,exp,only_exp
1918,W0.6Ho0.4B11.6,4.9,26.26,exp,only_exp
1919,W0.6Sc0.4B11.6,0.49,44.11312871,exp,only_exp
1920,W0.6Sc0.4B11.6,0.98,37.84612934,exp,only_exp
1921,W0.6Sc0.4B11.6,1.96,32.25061832,exp,only_exp
1922,W0.6Sc0.4B11.6,2.94,30.96362109,exp,only_exp
1923,W0.6Sc0.4B11.6,4.9,27.99796332,exp,only_exp
1924,W0.6Ta0.4B2.1,0.49,34.28470818,exp,only_exp
1925,W0.6Ta0.4B2.1,0.98,31.37177336,exp,only_exp
1926,W0.6Ta0.4B2.1,1.96,28.8316942,exp,only_exp
1927,W0.6Ta0.4B2.1,2.94,27.10721329,exp,only_exp
1928,W0.6Ta0.4B2.1,4.9,24.89340632,exp,only_exp
1929,W0.6Tb0.4B11.6,0.49,39.24043716,exp,only_exp
1930,W0.6Tb0.4B11.6,0.98,33.09289617,exp,only_exp
1931,W0.6Tb0.4B11.6,1.96,28.99453552,exp,only_exp
1932,W0.6Tb0.4B11.6,2.94,28.39344262,exp,only_exp
1933,W0.6Tb0.4B11.6,4.9,26.3989071,exp,only_exp
1934,W0.6Y0.4B11.6,0.49,37.6151409,exp,only_exp
1935,W0.6Y0.4B11.6,0.98,32.55449844,exp,only_exp
1936,W0.6Y0.4B11.6,1.96,29.49777011,exp,only_exp
1937,W0.6Y0.4B11.6,2.94,29.09016602,exp,only_exp
1938,W0.6Y0.4B11.6,4.9,28.61470498,exp,only_exp
1939,W0.7Dy0.3B11.6,0.49,38.25853659,exp,only_exp
1940,W0.7Dy0.3B11.6,0.98,31.87317073,exp,only_exp
1941,W0.7Dy0.3B11.6,1.96,29.51707317,exp,only_exp
1942,W0.7Dy0.3B11.6,2.94,29.07317073,exp,only_exp
1943,W0.7Dy0.3B11.6,4.9,25.48780488,exp,only_exp
1944,W0.7Er0.3B11.6,0.49,39.00039262,exp,only_exp
1945,W0.7Er0.3B11.6,0.98,34.63054574,exp,only_exp
1946,W0.7Er0.3B11.6,1.96,30.75539851,exp,only_exp
1947,W0.7Er0.3B11.6,2.94,29.62858265,exp,only_exp
1948,W0.7Er0.3B11.6,4.9,27.1276011,exp,only_exp
1949,W0.7Gd0.3B11.6,0.49,36.85321551,exp,only_exp
1950,W0.7Gd0.3B11.6,0.98,31.04565538,exp,only_exp
1951,W0.7Gd0.3B11.6,1.96,29.70544919,exp,only_exp
1952,W0.7Gd0.3B11.6,2.94,28.90770741,exp,only_exp
1953,W0.7Gd0.3B11.6,4.9,27.50368189,exp,only_exp
1954,W0.7Ho0.3B11.6,0.49,37.09333333,exp,only_exp
1955,W0.7Ho0.3B11.6,0.98,31.82666667,exp,only_exp
1956,W0.7Ho0.3B11.6,1.96,28.26,exp,only_exp
1957,W0.7Ho0.3B11.6,2.94,27.56,exp,only_exp
1958,W0.7Ho0.3B11.6,4.9,26.92666667,exp,only_exp
1959,W0.7Nb0.3B2.1,0.49,36.00915267,exp,only_exp
1960,W0.7Nb0.3B2.1,0.98,32.24062162,exp,only_exp
1961,W0.7Nb0.3B2.1,1.96,30.58156552,exp,only_exp
1962,W0.7Nb0.3B2.1,2.94,28.02184154,exp,only_exp
1963,W0.7Nb0.3B2.1,4.9,24.51407164,exp,only_exp
1964,W0.7Sc0.3B11.6,0.49,41.85367189,exp,only_exp
1965,W0.7Sc0.3B11.6,0.98,35.81049392,exp,only_exp
1966,W0.7Sc0.3B11.6,1.96,32.00553001,exp,only_exp
1967,W0.7Sc0.3B11.6,2.94,30.71853279,exp,only_exp
1968,W0.7Sc0.3B11.6,4.9,28.92796154,exp,only_exp
1969,W0.7Ta0.3B2.1,0.49,38.21738161,exp,only_exp
1970,W0.7Ta0.3B2.1,0.98,32.29827457,exp,only_exp
1971,W0.7Ta0.3B2.1,1.96,29.43197019,exp,only_exp
1972,W0.7Ta0.3B2.1,2.94,27.63760234,exp,only_exp
1973,W0.7Ta0.3B2.1,4.9,24.86448839,exp,only_exp
1974,W0.7Tb0.3B11.6,0.49,41.23497268,exp,only_exp
1975,W0.7Tb0.3B11.6,0.98,32.6557377,exp,only_exp
1976,W0.7Tb0.3B11.6,1.96,30.16939891,exp,only_exp
1977,W0.7Tb0.3B11.6,2.94,28.69398907,exp,only_exp
1978,W0.7Tb0.3B11.6,4.9,27.10928962,exp,only_exp
1979,W0.7Y0.3B11.6,0.49,38.55798986,exp,only_exp
1980,W0.7Y0.3B11.6,0.98,31.93503697,exp,only_exp
1981,W0.7Y0.3B11.6,1.96,29.28580603,exp,only_exp
1982,W0.7Y0.3B11.6,2.94,28.87823751,exp,only_exp
1983,W0.7Y0.3B11.6,4.9,28.09706451,exp,only_exp
1984,W0.92Dy0.08B11.6,0.49,47.78536585,exp,only_exp
1985,W0.92Dy0.08B11.6,0.98,39.79512195,exp,only_exp
1986,W0.92Dy0.08B11.6,1.96,33.85365854,exp,only_exp
1987,W0.92Dy0.08B11.6,2.94,31.53170732,exp,only_exp
1988,W0.92Dy0.08B11.6,4.9,30.16585366,exp,only_exp
1989,W0.92Er0.08B11.6,0.49,43.12288967,exp,only_exp
1990,W0.92Er0.08B11.6,0.98,35.18021201,exp,only_exp
1991,W0.92Er0.08B11.6,1.96,31.63486455,exp,only_exp
1992,W0.92Er0.08B11.6,2.94,30.42559874,exp,only_exp
1993,W0.92Er0.08B11.6,4.9,27.62230075,exp,only_exp
1994,W0.92Gd0.08B11.6,0.49,47.86205204,exp,only_exp
1995,W0.92Gd0.08B11.6,0.98,37.23613157,exp,only_exp
1996,W0.92Gd0.08B11.6,1.96,32.38586156,exp,only_exp
1997,W0.92Gd0.08B11.6,2.94,32.09867452,exp,only_exp
1998,W0.92Gd0.08B11.6,4.9,29.92881689,exp,only_exp
1999,W0.92Ho0.08B11.6,0.49,46.42666667,exp,only_exp
2000,W0.92Ho0.08B11.6,0.98,37.89333333,exp,only_exp
2001,W0.92Ho0.08B11.6,1.96,34.56,exp,only_exp
2002,W0.92Ho0.08B11.6,2.94,32.12666667,exp,only_exp
2003,W0.92Ho0.08B11.6,4.9,29.62666667,exp,only_exp
2004,W0.92Nb0.08B2.1,0.49,37.9414391,exp,only_exp
2005,W0.92Nb0.08B2.1,0.98,32.51387621,exp,only_exp
2006,W0.92Nb0.08B2.1,1.96,29.43270271,exp,only_exp
2007,W0.92Nb0.08B2.1,2.94,27.63143973,exp,only_exp
2008,W0.92Nb0.08B2.1,4.9,25.02431345,exp,only_exp
2009,W0.92Sc0.08B11.6,0.49,48.97477492,exp,only_exp
2010,W0.92Sc0.08B11.6,0.98,40.97318378,exp,only_exp
2011,W0.92Sc0.08B11.6,1.96,37.05628503,exp,only_exp
2012,W0.92Sc0.08B11.6,2.94,34.45436118,exp,only_exp
2013,W0.92Sc0.08B11.6,4.9,32.21617126,exp,only_exp
2014,W0.92Ta0.08B2.1,0.49,41.02479302,exp,only_exp
2015,W0.92Ta0.08B2.1,0.98,31.79661551,exp,only_exp
2016,W0.92Ta0.08B2.1,1.96,29.90903374,exp,only_exp
2017,W0.92Ta0.08B2.1,2.94,27.15919978,exp,only_exp
2018,W0.92Ta0.08B2.1,4.9,25.20173107,exp,only_exp
2019,W0.92Tb0.08B11.6,0.49,43.01092896,exp,only_exp
2020,W0.92Tb0.08B11.6,0.98,33.69398907,exp,only_exp
2021,W0.92Tb0.08B11.6,1.96,29.62295082,exp,only_exp
2022,W0.92Tb0.08B11.6,2.94,28.09289617,exp,only_exp
2023,W0.92Tb0.08B11.6,4.9,26.72677596,exp,only_exp
2024,W0.92Y0.08B11.6,0.49,49.27270307,exp,only_exp
2025,W0.92Y0.08B11.6,0.98,40.91754841,exp,only_exp
2026,W0.92Y0.08B11.6,1.96,35.48333704,exp,only_exp
2027,W0.92Y0.08B11.6,2.94,32.66428588,exp,only_exp
2028,W0.92Y0.08B11.6,4.9,31.57747206,exp,only_exp
2029,W0.94Dy0.06B11.6,0.49,48.60487805,exp,only_exp
2030,W0.94Dy0.06B11.6,0.98,40.85365854,exp,only_exp
2031,W0.94Dy0.06B11.6,1.96,35.83414634,exp,only_exp
2032,W0.94Dy0.06B11.6,2.94,32.31707317,exp,only_exp
2033,W0.94Dy0.06B11.6,4.9,31.25853659,exp,only_exp
2034,W0.94Er0.06B11.6,0.49,47.27287004,exp,only_exp
2035,W0.94Er0.06B11.6,0.98,38.23085984,exp,only_exp
2036,W0.94Er0.06B11.6,1.96,33.53121319,exp,only_exp
2037,W0.94Er0.06B11.6,2.94,31.27758147,exp,only_exp
2038,W0.94Er0.06B11.6,4.9,28.72163329,exp,only_exp
2039,W0.94Gd0.06B11.6,0.49,47.51104566,exp,only_exp
2040,W0.94Gd0.06B11.6,0.98,37.45949926,exp,only_exp
2041,W0.94Gd0.06B11.6,1.96,32.16249386,exp,only_exp
2042,W0.94Gd0.06B11.6,2.94,31.04565538,exp,only_exp
2043,W0.94Gd0.06B11.6,4.9,29.19489445,exp,only_exp
2044,W0.94Ho0.06B11.6,0.49,41.29333333,exp,only_exp
2045,W0.94Ho0.06B11.6,0.98,33.86,exp,only_exp
2046,W0.94Ho0.06B11.6,1.96,30.82666667,exp,only_exp
2047,W0.94Ho0.06B11.6,2.94,29.32666667,exp,only_exp
2048,W0.94Ho0.06B11.6,4.9,27.22666667,exp,only_exp
2049,W0.94Nb0.06B2.1,0.49,40.31269407,exp,only_exp
2050,W0.94Nb0.06B2.1,0.98,34.19779789,exp,only_exp
2051,W0.94Nb0.06B2.1,1.96,31.25885554,exp,only_exp
2052,W0.94Nb0.06B2.1,2.94,28.34361434,exp,only_exp
2053,W0.94Nb0.06B2.1,4.9,25.54687888,exp,only_exp
2054,W0.94Sc0.06B11.6,0.49,47.07364477,exp,only_exp
2055,W0.94Sc0.06B11.6,0.98,39.23991969,exp,only_exp
2056,W0.94Sc0.06B11.6,1.96,33.8681818,exp,only_exp
2057,W0.94Sc0.06B11.6,2.94,32.30143195,exp,only_exp
2058,W0.94Sc0.06B11.6,4.9,31.23828027,exp,only_exp
2059,W0.94Tb0.06B11.6,0.49,46.28961749,exp,only_exp
2060,W0.94Tb0.06B11.6,0.98,36.75409836,exp,only_exp
2061,W0.94Tb0.06B11.6,1.96,33.12021858,exp,only_exp
2062,W0.94Tb0.06B11.6,2.94,32.13661202,exp,only_exp
2063,W0.94Tb0.06B11.6,4.9,30.7704918,exp,only_exp
2064,W0.94Y0.06B11.6,0.49,50.28998841,exp,only_exp
2065,W0.94Y0.06B11.6,0.98,41.49330118,exp,only_exp
2066,W0.94Y0.06B11.6,1.96,37.07793999,exp,only_exp
2067,W0.94Y0.06B11.6,2.94,32.93436226,exp,only_exp
2068,W0.94Y0.06B11.6,4.9,31.27012414,exp,only_exp
2069,W0.96Dy0.04B11.6,0.49,44.43902439,exp,only_exp
2070,W0.96Dy0.04B11.6,0.98,36.68780488,exp,only_exp
2071,W0.96Dy0.04B11.6,1.96,31.12195122,exp,only_exp
2072,W0.96Dy0.04B11.6,2.94,30.74634146,exp,only_exp
2073,W0.96Dy0.04B11.6,4.9,29.3804878,exp,only_exp
2074,W0.96Er0.04B11.6,0.49,39.82489203,exp,only_exp
2075,W0.96Er0.04B11.6,0.98,33.7510797,exp,only_exp
2076,W0.96Er0.04B11.6,1.96,31.57989792,exp,only_exp
2077,W0.96Er0.04B11.6,2.94,29.49116608,exp,only_exp
2078,W0.96Er0.04B11.6,4.9,26.99018453,exp,only_exp
2079,W0.96Gd0.04B11.6,0.49,48.05351006,exp,only_exp
2080,W0.96Gd0.04B11.6,0.98,36.21502209,exp,only_exp
2081,W0.96Gd0.04B11.6,1.96,33.27933235,exp,only_exp
2082,W0.96Gd0.04B11.6,2.94,31.4604811,exp,only_exp
2083,W0.96Gd0.04B11.6,4.9,29.54590083,exp,only_exp
2084,W0.96Ho0.04B11.6,0.49,40.76,exp,only_exp
2085,W0.96Ho0.04B11.6,0.98,34.02666667,exp,only_exp
2086,W0.96Ho0.04B11.6,1.96,31.49333333,exp,only_exp
2087,W0.96Ho0.04B11.6,2.94,29.32666667,exp,only_exp
2088,W0.96Ho0.04B11.6,4.9,26.39333333,exp,only_exp
2089,W0.96Nb0.04B2.1,0.49,38.06222519,exp,only_exp
2090,W0.96Nb0.04B2.1,0.98,32.18434049,exp,only_exp
2091,W0.96Nb0.04B2.1,1.96,29.90903029,exp,only_exp
2092,W0.96Nb0.04B2.1,2.94,27.65742123,exp,only_exp
2093,W0.96Nb0.04B2.1,4.9,25.00289266,exp,only_exp
2094,W0.96Sc0.04B11.6,0.49,43.38194338,exp,only_exp
2095,W0.96Sc0.04B11.6,0.98,35.88395041,exp,only_exp
2096,W0.96Sc0.04B11.6,1.96,31.93909812,exp,only_exp
2097,W0.96Sc0.04B11.6,2.94,30.0645697,exp,only_exp
2098,W0.96Sc0.04B11.6,4.9,28.41388683,exp,only_exp
2099,W0.96Ta0.02Cr0.02B4,0.49,46.2,exp,only_exp
2100,W0.96Ta0.02Cr0.02B4,0.98,39.6,exp,only_exp
2101,W0.96Ta0.02Cr0.02B4,1.96,33.1,exp,only_exp
2102,W0.96Ta0.02Cr0.02B4,2.94,31.5,exp,only_exp
2103,W0.96Ta0.02Cr0.02B4,4.9,29,exp,only_exp
2104,W0.96Ta0.02Mn0.02B4,0.49,49.6,exp,only_exp
2105,W0.96Ta0.02Mn0.02B4,0.98,45.4,exp,only_exp
2106,W0.96Ta0.02Mn0.02B4,1.96,34.3,exp,only_exp
2107,W0.96Ta0.02Mn0.02B4,2.94,33.3,exp,only_exp
2108,W0.96Ta0.02Mn0.02B4,4.9,29.5,exp,only_exp
2109,W0.96Ta0.04B2.1,0.49,32.42357775,exp,only_exp
2110,W0.96Ta0.04B2.1,0.98,29.58055336,exp,only_exp
2111,W0.96Ta0.04B2.1,1.96,27.22690202,exp,only_exp
2112,W0.96Ta0.04B2.1,2.94,24.7567333,exp,only_exp
2113,W0.96Ta0.04B2.1,4.9,23.42843502,exp,only_exp
2114,W0.96Tb0.04B11.6,0.49,43.20218579,exp,only_exp
2115,W0.96Tb0.04B11.6,0.98,34.07650273,exp,only_exp
2116,W0.96Tb0.04B11.6,1.96,30.66120219,exp,only_exp
2117,W0.96Tb0.04B11.6,2.94,30.1147541,exp,only_exp
2118,W0.96Tb0.04B11.6,4.9,27.49180328,exp,only_exp
2119,W0.96Y0.04B11.6,0.49,48.18261732,exp,only_exp
2120,W0.96Y0.04B11.6,0.98,36.87259089,exp,only_exp
2121,W0.96Y0.04B11.6,1.96,33.20447421,exp,only_exp
2122,W0.96Y0.04B11.6,2.94,32.01576826,exp,only_exp
2123,W0.96Y0.04B11.6,4.9,28.68729201,exp,only_exp
2124,W0.98Dy0.02B11.6,0.49,43.72195122,exp,only_exp
2125,W0.98Dy0.02B11.6,0.98,35.69756098,exp,only_exp
2126,W0.98Dy0.02B11.6,1.96,31.05365854,exp,only_exp
2127,W0.98Dy0.02B11.6,2.94,29.14146341,exp,only_exp
2128,W0.98Dy0.02B11.6,4.9,28.04878049,exp,only_exp
2129,W0.98Er0.02B11.6,0.49,40.15469179,exp,only_exp
2130,W0.98Er0.02B11.6,0.98,34.24577935,exp,only_exp
2131,W0.98Er0.02B11.6,1.96,31.27758147,exp,only_exp
2132,W0.98Er0.02B11.6,2.94,29.3262662,exp,only_exp
2133,W0.98Er0.02B11.6,4.9,27.26501767,exp,only_exp
2134,W0.98Gd0.02B11.6,0.49,43.84143348,exp,only_exp
2135,W0.98Gd0.02B11.6,0.98,34.39617084,exp,only_exp
2136,W0.98Gd0.02B11.6,1.96,31.6838488,exp,only_exp
2137,W0.98Gd0.02B11.6,2.94,30.4712813,exp,only_exp
2138,W0.98Gd0.02B11.6,4.9,27.24840452,exp,only_exp
2139,W0.98Ho0.02B11.6,0.49,39.36,exp,only_exp
2140,W0.98Ho0.02B11.6,0.98,33.66,exp,only_exp
2141,W0.98Ho0.02B11.6,1.96,30.66,exp,only_exp
2142,W0.98Ho0.02B11.6,2.94,29.32666667,exp,only_exp
2143,W0.98Ho0.02B11.6,4.9,26.36,exp,only_exp
2144,W0.98Nb0.02B2.1,0.49,35.17182532,exp,only_exp
2145,W0.98Nb0.02B2.1,0.98,28.20368781,exp,only_exp
2146,W0.98Nb0.02B2.1,1.96,27.18453845,exp,only_exp
2147,W0.98Nb0.02B2.1,2.94,26.18906597,exp,only_exp
2148,W0.98Nb0.02B2.1,4.9,23.89005462,exp,only_exp
2149,W0.98Sc0.02B11.6,0.49,41.45283556,exp,only_exp
2150,W0.98Sc0.02B11.6,0.98,34.03875148,exp,only_exp
2151,W0.98Sc0.02B11.6,1.96,30.31774474,exp,only_exp
2152,W0.98Sc0.02B11.6,2.94,29.8980796,exp,only_exp
2153,W0.98Sc0.02B11.6,4.9,27.24017626,exp,only_exp
2154,W0.98Ta0.02B2.1,0.49,30.60477883,exp,only_exp
2155,W0.98Ta0.02B2.1,0.98,27.90159881,exp,only_exp
2156,W0.98Ta0.02B2.1,1.96,26.22372486,exp,only_exp
2157,W0.98Ta0.02B2.1,2.94,24.52257092,exp,only_exp
2158,W0.98Ta0.02B2.1,4.9,22.19222307,exp,only_exp
2159,W0.98Tb0.02B11.6,0.49,42.43715847,exp,only_exp
2160,W0.98Tb0.02B11.6,0.98,33.80327869,exp,only_exp
2161,W0.98Tb0.02B11.6,1.96,30.16939891,exp,only_exp
2162,W0.98Tb0.02B11.6,2.94,27.95628415,exp,only_exp
2163,W0.98Tb0.02B11.6,4.9,26.86338798,exp,only_exp
2164,W0.98Y0.02B11.6,0.49,44.68264933,exp,only_exp
2165,W0.98Y0.02B11.6,0.98,34.3915442,exp,only_exp
2166,W0.98Y0.02B11.6,1.96,31.81031247,exp,only_exp
2167,W0.98Y0.02B11.6,2.94,31.43670799,exp,only_exp
2168,W0.98Y0.02B11.6,4.9,27.42895088,exp,only_exp
2169,W2C,1.96,20.01466276,exp,only_exp
2170,W2C,2.94,18.95894428,exp,only_exp
2171,W2C,4.9,18.37243402,exp,only_exp
2172,W2C,9.8,17.63929619,exp,only_exp
2173,WB2,0.49,38.4,exp,only_exp
2174,WB2,4.9,27.7,exp,only_exp
2175,WB2.2,0.98,25.92951778,exp,only_exp
2176,WB2.3,1.96,24.69705809,exp,only_exp
2177,WB2.4,2.94,23.20388577,exp,only_exp
2178,WB2.5,4.9,21.94770066,exp,only_exp
2179,WB3,0.098,42,exp,only_exp
2180,WB3,0.245,31.8,exp,only_exp
2181,WB3,0.49,29.8,exp,only_exp
2182,WB3,0.98,27.9,exp,only_exp
2183,WB3,1.96,26.5,exp,only_exp
2184,WB3,2.94,26.2,exp,only_exp
2185,WB3,4.9,25.5,exp,only_exp
2186,WB4,2.94,30.8,exp,only_exp
2187,WC,0.49,29.61099505,exp,only_exp
2188,WC,0.98,28.84846023,exp,only_exp
2189,WC,1.96,27.73778435,exp,only_exp
2190,WC,2.94,27.18276076,exp,only_exp
2191,WC,4.9,26.83708604,exp,only_exp
2192,WN,0.099789916,30.02098951,exp,only_exp
2193,WN,0.25,23.5982009,exp,only_exp
2194,WN,0.49,20.08095952,exp,only_exp
2195,WN,1,16.8185907,exp,only_exp
2196,WN,0.98,16.54771262,exp,only_exp
2197,WN,1.96,14.63411858,exp,only_exp
2198,WN,2.98,14.28391165,exp,only_exp
2199,WN,4.9,13.79085422,exp,only_exp
2200,WRe2C,0.098,19.3,exp,only_exp
2201,WRe2C,0.49,18.7970087,exp,only_exp
2202,WRe2C,4.9,15.08423388,exp,only_exp
2203,WRe2C,19.6,13.7,exp,only_exp
2204,WSi2,0.49,24.29231594,exp,only_exp
2205,Y0.05Zr0.95B12,0.49,41.61256236,exp,only_exp
2206,Y0.05Zr0.95B12,0.98,35.73805882,exp,only_exp
2207,Y0.05Zr0.95B12,1.96,33.57801038,exp,only_exp
2208,Y0.05Zr0.95B12,2.94,31.53908614,exp,only_exp
2209,Y0.05Zr0.95B12,4.9,29.33866296,exp,only_exp
2210,Y0.2Sc1.8OsB6,0.49,35.9122533,exp,only_exp
2211,Y0.33Hf0.33Gd0.33B20,0.49,44.8,exp,only_exp
2212,Y0.33Hf0.33Gd0.33B20,0.98,34.6,exp,only_exp
2213,Y0.33Hf0.33Gd0.33B20,1.96,32,exp,only_exp
2214,Y0.33Hf0.33Gd0.33B20,2.98,30.9,exp,only_exp
2215,Y0.33Hf0.33Gd0.33B20,4.9,28.5,exp,only_exp
2216,Y0.6Sc1.4OsB6,0.49,36.3927963,exp,only_exp
2217,Y0.95Zr0.05B12,0.49,41.90942446,exp,only_exp
2218,Y0.95Zr0.05B12,0.98,35.02555248,exp,only_exp
2219,Y0.95Zr0.05B12,1.96,32.44154857,exp,only_exp
2220,Y0.95Zr0.05B12,2.94,30.28150013,exp,only_exp
2221,Y0.95Zr0.05B12,4.9,28.98950854,exp,only_exp
2222,Y1.2Sc0.8OsB6,0.49,38.4022506,exp,only_exp
2223,Y1.6Sc0.4OsB6,0.49,33.8988762,exp,only_exp
2224,Y2OsB6,0.49,32.24500605,exp,only_exp
2225,Y2RuB6,0.49,25.19816391,exp,only_exp
2226,Y2RuB6,0.98,23.72641012,exp,only_exp
2227,Y2RuB6,1.96,21.7777626,exp,only_exp
